,unique_id_v,PHUMCODE_v,VILLAGE_v,unique_id_c,COMM_CODE_c,COMM_NAME_c,unique_id_d,DIST_CODE_d,DIST_NAME_d,unique_id_p,PROV_CODE_p,PROV_NAME_p,VillGis,Province,District,Commune,Village,v_name_match,p_name_match,d_name_match,c_name_match
4242,4242,5031307,Prey Totueng Lech,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031307,Kampong Speu,Kong Pisei,Veal,Prey Totueng Lech,True,True,True,True
4243,4243,5031308,Trapeang Pou,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031308,Kampong Speu,Kong Pisei,Veal,Trapeang Pou,True,True,True,True
4245,4245,5031310,Thma Bang,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031310,Kampong Speu,Kong Pisei,Veal,Thma Bang,True,True,True,True
4246,4246,5031311,Ta Yang,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031311,Kampong Speu,Kong Pisei,Veal,Ta Yang,True,True,True,True
4247,4247,5031312,Prey Chrey,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031312,Kampong Speu,Kong Pisei,Veal,Prey Chrey,True,True,True,True
4249,4249,5031314,Tuol Lvea,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031314,Kampong Speu,Kong Pisei,Veal,Tuol Lvea,True,True,True,True
4250,4250,5031315,Chheu Teal Chrum,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031315,Kampong Speu,Kong Pisei,Veal,Chheu Teal Chrum,True,True,True,True
4251,4251,5031316,Prey Sbat,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031316,Kampong Speu,Kong Pisei,Veal,Prey Sbat,True,True,True,True
4252,4252,5031317,Tuol Khpos,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031317,Kampong Speu,Kong Pisei,Veal,Tuol Khpos,True,True,True,True
4253,4253,5031318,Tboung Boeng,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031318,Kampong Speu,Kong Pisei,Veal,Tboung Boeng,True,True,True,True
4254,4254,5031319,Krang Teav,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031319,Kampong Speu,Kong Pisei,Veal,Krang Teav,True,True,True,True
4255,4255,5031320,Lech Boeng,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031320,Kampong Speu,Kong Pisei,Veal,Lech Boeng,True,True,True,True
4256,4256,5031321,Prey Sbov,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031321,Kampong Speu,Kong Pisei,Veal,Prey Sbov,True,True,True,True
4257,4257,5031322,Cham,1174.0,050313,Veal,50.0,0503,Kong Pisei,4.0,05,Kampong Speu,5031322,Kampong Speu,Kong Pisei,Veal,Cham,True,True,True,True
4258,4258,5040101,Tang Robang,951.0,050401,Haong Samnam,51.0,0504,Aoral,4.0,05,Kampong Speu,5040101,Kampong Speu,Aoral,Haong Samnam,Tang Robang,True,True,True,True
4259,4259,5040102,Champei,951.0,050401,Haong Samnam,51.0,0504,Aoral,4.0,05,Kampong Speu,5040102,Kampong Speu,Aoral,Haong Samnam,Champei,True,True,True,True
4260,4260,5040103,Dei Chhnang,951.0,050401,Haong Samnam,51.0,0504,Aoral,4.0,05,Kampong Speu,5040103,Kampong Speu,Aoral,Haong Samnam,Dei Chhnang,True,True,True,True
4261,4261,5040104,Krang Ta Va,951.0,050401,Haong Samnam,51.0,0504,Aoral,4.0,05,Kampong Speu,5040104,Kampong Speu,Aoral,Haong Samnam,Krang Ta Va,True,True,True,True
4262,4262,5040105,Krang Kokir,951.0,050401,Haong Samnam,51.0,0504,Aoral,4.0,05,Kampong Speu,5040105,Kampong Speu,Aoral,Haong Samnam,Krang Kokir,True,True,True,True
4263,4263,5040106,Krang,951.0,050401,Haong Samnam,51.0,0504,Aoral,4.0,05,Kampong Speu,5040106,Kampong Speu,Aoral,Haong Samnam,Krang,True,True,True,True
4264,4264,5040107,Prey Totueng,951.0,050401,Haong Samnam,51.0,0504,Aoral,4.0,05,Kampong Speu,5040107,Kampong Speu,Aoral,Haong Samnam,Prey Totueng,True,True,True,True
4267,4267,5040201,Reaksmei,953.0,050402,Reaksmei Sameakki,51.0,0504,Aoral,4.0,05,Kampong Speu,5040201,Kampong Speu,Aoral,Reaksmei Sameakki,Reaksmei,True,True,True,True
4268,4268,5040202,Sameakki,953.0,050402,Reaksmei Sameakki,51.0,0504,Aoral,4.0,05,Kampong Speu,5040202,Kampong Speu,Aoral,Reaksmei Sameakki,Sameakki,True,True,True,True
4269,4269,5040203,Prey Mean,953.0,050402,Reaksmei Sameakki,51.0,0504,Aoral,4.0,05,Kampong Speu,5040203,Kampong Speu,Aoral,Reaksmei Sameakki,Prey Mean,True,True,True,True
4270,4270,5040204,Ou Phdau,953.0,050402,Reaksmei Sameakki,51.0,0504,Aoral,4.0,05,Kampong Speu,5040204,Kampong Speu,Aoral,Reaksmei Sameakki,Ou Phdau,True,True,True,True
4271,4271,5040205,Peam Ros,953.0,050402,Reaksmei Sameakki,51.0,0504,Aoral,4.0,05,Kampong Speu,5040205,Kampong Speu,Aoral,Reaksmei Sameakki,Peam Ros,True,True,True,True
4272,4272,5040301,Prey Phdau,719.0,050403,Trapeang Chour,51.0,0504,Aoral,4.0,05,Kampong Speu,5040301,Kampong Speu,Aoral,Trapeang Chour,Prey Phdau,True,True,True,True
4273,4273,5040302,Phlov Kou,719.0,050403,Trapeang Chour,51.0,0504,Aoral,4.0,05,Kampong Speu,5040302,Kampong Speu,Aoral,Trapeang Chour,Phlov Kou,True,True,True,True
4274,4274,5040303,Chrak Teak,719.0,050403,Trapeang Chour,51.0,0504,Aoral,4.0,05,Kampong Speu,5040303,Kampong Speu,Aoral,Trapeang Chour,Chrak Teak,True,True,True,True
4275,4275,5040304,Peam Lvea,719.0,050403,Trapeang Chour,51.0,0504,Aoral,4.0,05,Kampong Speu,5040304,Kampong Speu,Aoral,Trapeang Chour,Peam Lvea,True,True,True,True
4280,4280,5040309,Chan Ping,719.0,050403,Trapeang Chour,51.0,0504,Aoral,4.0,05,Kampong Speu,5040309,Kampong Speu,Aoral,Trapeang Chour,Chan Ping,True,True,True,True
4282,4282,5040311,Phlaoch,719.0,050403,Trapeang Chour,51.0,0504,Aoral,4.0,05,Kampong Speu,5040311,Kampong Speu,Aoral,Trapeang Chour,Phlaoch,True,True,True,True
4296,4296,5040401,Chumnoab,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040401,Kampong Speu,Aoral,Sangkae Satob,Chumnoab,True,True,True,True
4297,4297,5040402,Peam,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040402,Kampong Speu,Aoral,Sangkae Satob,Peam,True,True,True,True
4298,4298,5040403,Pring Kaong,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040403,Kampong Speu,Aoral,Sangkae Satob,Pring Kaong,True,True,True,True
4299,4299,5040404,Yang Pis,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040404,Kampong Speu,Aoral,Sangkae Satob,Yang Pis,True,True,True,True
4300,4300,5040405,Tang Sroeng,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040405,Kampong Speu,Aoral,Sangkae Satob,Tang Sroeng,True,True,True,True
4301,4301,5040406,Tuol Chheu Neang,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040406,Kampong Speu,Aoral,Sangkae Satob,Tuol Chheu Neang,True,True,True,True
4302,4302,5040407,Ta Minh,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040407,Kampong Speu,Aoral,Sangkae Satob,Ta Minh,True,True,True,True
4303,4303,5040408,Kantuot,889.0,050404,Sangkae Satob,51.0,0504,Aoral,4.0,05,Kampong Speu,5040408,Kampong Speu,Aoral,Sangkae Satob,Kantuot,True,True,True,True
4311,4311,5040501,Ta Sal,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040501,Kampong Speu,Aoral,Ta Sal,Ta Sal,True,True,True,True
4315,4315,5040505,Roung Masin,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040505,Kampong Speu,Aoral,Ta Sal,Roung Masin,True,True,True,True
4319,4319,5040509,Choam,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040509,Kampong Speu,Aoral,Ta Sal,Choam,True,True,True,True
4320,4320,5040510,Thmei,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040510,Kampong Speu,Aoral,Ta Sal,Thmei,True,True,True,True
4321,4321,5040511,Doun Chon,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040511,Kampong Speu,Aoral,Ta Sal,Doun Chon,True,True,True,True
4322,4322,5040512,Khteh,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040512,Kampong Speu,Aoral,Ta Sal,Khteh,True,True,True,True
4323,4323,5040513,Tang Bampong,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040513,Kampong Speu,Aoral,Ta Sal,Tang Bampong,True,True,True,True
4325,4325,5040515,Souriya,799.0,050405,Ta Sal,51.0,0504,Aoral,4.0,05,Kampong Speu,5040515,Kampong Speu,Aoral,Ta Sal,Souriya,True,True,True,True
4328,4328,5050101,Krang Tumnob,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050101,Kampong Speu,Odongk,Chan Saen,Krang Tumnob,True,True,True,False
4329,4329,5050102,Sdok Taol Thmei,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050102,Kampong Speu,Odongk,Chan Saen,Sdok Taol Thmei,True,True,True,False
4330,4330,5050103,Sdok Taol Chas,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050103,Kampong Speu,Odongk,Chan Saen,Sdok Taol Chas,True,True,True,False
4331,4331,5050104,Thmei Tunloab,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050104,Kampong Speu,Odongk,Chan Saen,Thmei Tunloab,True,True,True,False
4332,4332,5050105,Tuol Vihear,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050105,Kampong Speu,Odongk,Chan Saen,Tuol Vihear,True,True,True,False
4333,4333,5050106,Trapeang Ampil,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050106,Kampong Speu,Odongk,Chan Saen,Trapeang Ampil,True,True,True,False
4334,4334,5050107,Prey Ton,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050107,Kampong Speu,Odongk,Chan Saen,Prey Ton,True,True,True,False
4335,4335,5050108,Anlong Chamnar,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050108,Kampong Speu,Odongk,Chan Saen,Anlong Chamnar,True,True,True,False
4337,4337,5050110,Trapeang Antong,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050110,Kampong Speu,Odongk,Chan Saen,Trapeang Antong,True,True,True,False
4338,4338,5050111,Tumnob Tuek,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050111,Kampong Speu,Odongk,Chan Saen,Tumnob Tuek,True,True,True,False
4339,4339,5050112,Trapeang Kou,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050112,Kampong Speu,Odongk,Chan Saen,Trapeang Kou,True,True,True,False
4340,4340,5050113,Ampil Tuek,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050113,Kampong Speu,Odongk,Chan Saen,Ampil Tuek,True,True,True,False
4341,4341,5050114,Sdok Ak,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050114,Kampong Speu,Odongk,Chan Saen,Sdok Ak,True,True,True,False
4342,4342,5050115,Pal Hal,911.0,050501,Chant Saen,52.0,0505,Odongk,4.0,05,Kampong Speu,5050115,Kampong Speu,Odongk,Chan Saen,Pal Hal,True,True,True,False
4343,4343,5050201,Yos Chour,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050201,Kampong Speu,Odongk,Cheung Roas,Yos Chour,True,True,True,True
4344,4344,5050202,Ta Sal,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050202,Kampong Speu,Odongk,Cheung Roas,Ta Sal,True,True,True,True
4346,4346,5050204,Ta Yos,914.0,050512,Yutth Sameakki,52.0,0505,Odongk,4.0,05,Kampong Speu,5050204,Kampong Speu,Odongk,Cheung Roas,Ta Yos,True,True,True,False
4347,4347,5050205,Phnum Totueng,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050205,Kampong Speu,Odongk,Cheung Roas,Phnum Totueng,True,True,True,True
4348,4348,5050206,Suos Ney,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050206,Kampong Speu,Odongk,Cheung Roas,Suos Ney,True,True,True,True
4350,4350,5050208,Trapeang Roka,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050208,Kampong Speu,Odongk,Cheung Roas,Trapeang Roka,True,True,True,True
4351,4351,5050209,Angk Serei,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050209,Kampong Speu,Odongk,Cheung Roas,Angk Serei,True,True,True,True
4352,4352,5050210,Phnum Bat,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050210,Kampong Speu,Odongk,Cheung Roas,Phnum Bat,True,True,True,True
4353,4353,5050211,Chek,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050211,Kampong Speu,Odongk,Cheung Roas,Chek,True,True,True,True
4354,4354,5050212,Sambuor,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050212,Kampong Speu,Odongk,Cheung Roas,Sambuor,True,True,True,True
4355,4355,5050213,Angk Ta Pok,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050213,Kampong Speu,Odongk,Cheung Roas,Angk Ta Pok,True,True,True,True
4357,4357,5050215,Chres,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050215,Kampong Speu,Odongk,Cheung Roas,Chres,True,True,True,True
4358,4358,5050216,Kamnab,933.0,050502,Cheung Roas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050216,Kampong Speu,Odongk,Cheung Roas,Kamnab,True,True,True,True
4359,4359,5050301,Chumpu Preoks,984.0,050503,Chumpu Proeks,52.0,0505,Odongk,4.0,05,Kampong Speu,5050301,Kampong Speu,Odongk,Chumpu Proeks,Chumpu Preoks,True,True,True,True
4360,4360,5050302,Krang Ta Saom,984.0,050503,Chumpu Proeks,52.0,0505,Odongk,4.0,05,Kampong Speu,5050302,Kampong Speu,Odongk,Chumpu Proeks,Krang Ta Saom,True,True,True,True
4361,4361,5050303,Prey Ampil,984.0,050503,Chumpu Proeks,52.0,0505,Odongk,4.0,05,Kampong Speu,5050303,Kampong Speu,Odongk,Chumpu Proeks,Prey Ampil,True,True,True,True
4362,4362,5050304,Chrak Popul,984.0,050503,Chumpu Proeks,52.0,0505,Odongk,4.0,05,Kampong Speu,5050304,Kampong Speu,Odongk,Chumpu Proeks,Chrak Popul,True,True,True,True
4363,4363,5050305,Trach Khpos,984.0,050503,Chumpu Proeks,52.0,0505,Odongk,4.0,05,Kampong Speu,5050305,Kampong Speu,Odongk,Chumpu Proeks,Trach Khpos,True,True,True,True
4365,4365,5050307,Trapeang Lieb,984.0,050503,Chumpu Proeks,52.0,0505,Odongk,4.0,05,Kampong Speu,5050307,Kampong Speu,Odongk,Chumpu Proeks,Trapeang Lieb,True,True,True,True
4367,4367,5050402,Dambouk Sa,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050402,Kampong Speu,Odongk,Khsem Khsant,Dambouk Sa,True,True,True,False
4368,4368,5050403,Trapeang Kraloung,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050403,Kampong Speu,Odongk,Khsem Khsant,Trapeang Kraloung,True,True,True,False
4369,4369,5050404,Kandal,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050404,Kampong Speu,Odongk,Khsem Khsant,Kandal,True,True,True,False
4370,4370,5050405,Trapeang Thma,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050405,Kampong Speu,Odongk,Khsem Khsant,Trapeang Thma,True,True,True,False
4371,4371,5050406,Ta Ling,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050406,Kampong Speu,Odongk,Khsem Khsant,Ta Ling,True,True,True,False
4372,4372,5050407,Prey Totueng,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050407,Kampong Speu,Odongk,Khsem Khsant,Prey Totueng,True,True,True,False
4373,4373,5050408,Trapeang Prei,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050408,Kampong Speu,Odongk,Khsem Khsant,Trapeang Prei,True,True,True,False
4375,4375,5050410,Kakab,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050410,Kampong Speu,Odongk,Khsem Khsant,Kakab,True,True,True,False
4376,4376,5050411,Ta Lak,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050411,Kampong Speu,Odongk,Khsem Khsant,Ta Lak,True,True,True,False
4377,4377,5050412,Bat Doeng,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050412,Kampong Speu,Odongk,Khsem Khsant,Bat Doeng,True,True,True,False
4379,4379,5050414,Damnak Trach,877.0,080913,Tumnob Thum,182.0,0809,Popnhea Lueu,7.0,08,Kandal,5050414,Kampong Speu,Odongk,Khsem Khsant,Damnak Trach,True,False,False,False
4380,4380,5050415,Sdok Lpov,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050415,Kampong Speu,Odongk,Khsem Khsant,Sdok Lpov,True,True,True,False
4381,4381,5050416,Trapeang Krasang,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050416,Kampong Speu,Odongk,Khsem Khsant,Trapeang Krasang,True,True,True,False
4383,4383,5050418,Trach Tong,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050418,Kampong Speu,Odongk,Khsem Khsant,Trach Tong,True,True,True,False
4384,4384,5050419,Prey Ta Chey,902.0,050504,Khsem Khsan,52.0,0505,Odongk,4.0,05,Kampong Speu,5050419,Kampong Speu,Odongk,Khsem Khsant,Prey Ta Chey,True,True,True,False
4386,4386,5050502,Rumpoat Chruk,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050502,Kampong Speu,Odongk,Krang Chek,Rumpoat Chruk,True,True,True,True
4387,4387,5050503,Tuol Baray,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050503,Kampong Speu,Odongk,Krang Chek,Tuol Baray,True,True,True,True
4388,4388,5050504,Angk,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050504,Kampong Speu,Odongk,Krang Chek,Angk,True,True,True,True
4389,4389,5050505,Ak Yum,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050505,Kampong Speu,Odongk,Krang Chek,Ak Yum,True,True,True,True
4390,4390,5050506,Tnaot,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050506,Kampong Speu,Odongk,Krang Chek,Tnaot,True,True,True,True
4391,4391,5050507,Kbal Keay,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050507,Kampong Speu,Odongk,Krang Chek,Kbal Keay,True,True,True,True
4392,4392,5050508,Sambok Kreal,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050508,Kampong Speu,Odongk,Krang Chek,Sambok Kreal,True,True,True,True
4394,4394,5050510,Kruos,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050510,Kampong Speu,Odongk,Krang Chek,Kruos,True,True,True,True
4395,4395,5050511,Tuol Sdau,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050511,Kampong Speu,Odongk,Krang Chek,Tuol Sdau,True,True,True,True
4396,4396,5050512,Chbar Chroh,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050512,Kampong Speu,Odongk,Krang Chek,Chbar Chroh,True,True,True,True
4397,4397,5050513,Trapeang Mean,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050513,Kampong Speu,Odongk,Krang Chek,Trapeang Mean,True,True,True,True
4399,4399,5050515,Ta Ni,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050515,Kampong Speu,Odongk,Krang Chek,Ta Ni,True,True,True,True
4400,4400,5050516,Krang Chek,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050516,Kampong Speu,Odongk,Krang Chek,Krang Chek,True,True,True,True
4401,4401,5050517,Krang Chongruk,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050517,Kampong Speu,Odongk,Krang Chek,Krang Chongruk,True,True,True,True
4402,4402,5050518,Kouk Roveay,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050518,Kampong Speu,Odongk,Krang Chek,Kouk Roveay,True,True,True,True
4404,4404,5050520,Trapeang Kak,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050520,Kampong Speu,Odongk,Krang Chek,Trapeang Kak,True,True,True,True
4405,4405,5050521,Trapeang Kroem,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050521,Kampong Speu,Odongk,Krang Chek,Trapeang Kroem,True,True,True,True
4407,4407,5050523,Danlang,960.0,050505,Krang Chek,52.0,0505,Odongk,4.0,05,Kampong Speu,5050523,Kampong Speu,Odongk,Krang Chek,Danlang,True,True,True,True
4409,4409,5050601,Krang Sotin,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050601,Kampong Speu,Odongk,Mean Chey,Krang Sotin,True,True,True,True
4410,4410,5050602,Svay,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050602,Kampong Speu,Odongk,Mean Chey,Svay,True,True,True,True
4412,4412,5050604,Romeang Slab,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050604,Kampong Speu,Odongk,Mean Chey,Romeang Slab,True,True,True,True
4413,4413,5050605,Tumpung,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050605,Kampong Speu,Odongk,Mean Chey,Tumpung,True,True,True,True
4414,4414,5050606,Veal Tonsay,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050606,Kampong Speu,Odongk,Mean Chey,Veal Tonsay,True,True,True,True
4415,4415,5050607,Prey Chongruk,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050607,Kampong Speu,Odongk,Mean Chey,Prey Chongruk,True,True,True,True
4416,4416,5050608,Sdok,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050608,Kampong Speu,Odongk,Mean Chey,Sdok,True,True,True,True
4418,4418,5050610,Kandal,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050610,Kampong Speu,Odongk,Mean Chey,Kandal,True,True,True,True
4419,4419,5050611,Trapeang Chambak,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050611,Kampong Speu,Odongk,Mean Chey,Trapeang Chambak,True,True,True,True
4420,4420,5050612,Prey Smet,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050612,Kampong Speu,Odongk,Mean Chey,Prey Smet,True,True,True,True
4421,4421,5050613,Tumnob Angk,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050613,Kampong Speu,Odongk,Mean Chey,Tumnob Angk,True,True,True,True
4422,4422,5050614,Phleung Chheh,906.0,050506,Mean Chey,52.0,0505,Odongk,4.0,05,Kampong Speu,5050614,Kampong Speu,Odongk,Mean Chey,Phleung Chheh,True,True,True,True
4423,4423,5050701,Angk Sandan,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050701,Kampong Speu,Odongk,Preah Srae,Angk Sandan,True,True,True,True
4424,4424,5050702,Pou Kaong,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050702,Kampong Speu,Odongk,Preah Srae,Pou Kaong,True,True,True,True
4425,4425,5050703,Ta Cheal,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050703,Kampong Speu,Odongk,Preah Srae,Ta Cheal,True,True,True,True
4426,4426,5050704,Chhuk Sa,852.0,050511,Veang Chas,52.0,0505,Odongk,4.0,05,Kampong Speu,5050704,Kampong Speu,Odongk,Preah Srae,Chhuk Sa,True,True,True,False
4428,4428,5050706,Svay Pok,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050706,Kampong Speu,Odongk,Preah Srae,Svay Pok,True,True,True,True
4431,4431,5050709,Ampil Rung,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050709,Kampong Speu,Odongk,Preah Srae,Ampil Rung,True,True,True,True
4432,4432,5050710,Damnak Pring,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050710,Kampong Speu,Odongk,Preah Srae,Damnak Pring,True,True,True,True
4433,4433,5050711,Tuol Pongro,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050711,Kampong Speu,Odongk,Preah Srae,Tuol Pongro,True,True,True,True
4434,4434,5050712,Prey Phdiek,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050712,Kampong Speu,Odongk,Preah Srae,Prey Phdiek,True,True,True,True
4435,4435,5050713,Rumlech,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050713,Kampong Speu,Odongk,Preah Srae,Rumlech,True,True,True,True
4436,4436,5050714,Tuol Ta Rea,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050714,Kampong Speu,Odongk,Preah Srae,Tuol Ta Rea,True,True,True,True
4437,4437,5050715,Angkrong,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050715,Kampong Speu,Odongk,Preah Srae,Angkrong,True,True,True,True
4438,4438,5050716,Pravoek Pong,858.0,050507,Preah Srae,52.0,0505,Odongk,4.0,05,Kampong Speu,5050716,Kampong Speu,Odongk,Preah Srae,Pravoek Pong,True,True,True,True
