,unique_id_v,PHUMCODE_v,VILLAGE_v,unique_id_c,COMM_CODE_c,COMM_NAME_c,unique_id_d,DIST_CODE_d,DIST_NAME_d,unique_id_p,PROV_CODE_p,PROV_NAME_p,VillGis,Province,District,Commune,Village,v_name_match,p_name_match,d_name_match,c_name_match
1,1,1020102,Phnum,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020102,Banteay Meanchey,Mongkol Borei,Banteay Neang,Phnum,True,True,True,True
2,2,1020103,Banteay Neang,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020103,Banteay Meanchey,Mongkol Borei,Banteay Neang,Banteay Neang,True,True,True,True
3,3,1020104,Kouk Pnov,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020104,Banteay Meanchey,Mongkol Borei,Banteay Neang,Kouk Pnov,True,True,True,True
4,4,1020105,Trang,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020105,Banteay Meanchey,Mongkol Borei,Banteay Neang,Trang,True,True,True,True
5,5,1020106,Pongro,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020106,Banteay Meanchey,Mongkol Borei,Banteay Neang,Pongro,True,True,True,True
6,6,1020107,Kouk Tonloab,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020107,Banteay Meanchey,Mongkol Borei,Banteay Neang,Kouk Tonloab,True,True,True,True
9,9,1020110,Samraong Pen,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020110,Banteay Meanchey,Mongkol Borei,Banteay Neang,Samraong Pen,True,True,True,True
10,10,1020111,Dang Run Lech,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020111,Banteay Meanchey,Mongkol Borei,Banteay Neang,Dang Run Lech,True,True,True,True
12,12,1020113,Ou Snguot,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020113,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Snguot,True,True,True,True
13,13,1020114,Prey Changha Lech,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020114,Banteay Meanchey,Mongkol Borei,Banteay Neang,Prey Changha Lech,True,True,True,True
15,15,1020116,Ou Andoung Lech,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020116,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Andoung Lech,True,True,True,True
16,16,1020117,Ou Andoung Kandal,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020117,Banteay Meanchey,Mongkol Borei,Banteay Neang,Ou Andoung Kandal,True,True,True,True
18,18,1020119,Kouk Kduoch,235.0,010201,Banteay Neang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020119,Banteay Meanchey,Mongkol Borei,Banteay Neang,Kouk Kduoch,True,True,True,True
19,19,1020201,Khtum Reay Lech,226.0,010202,Bat Trang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020201,Banteay Meanchey,Mongkol Borei,Bat Trang,Khtum Reay Lech,True,True,True,True
22,22,1020204,Anlong Thngan Lech,226.0,010202,Bat Trang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020204,Banteay Meanchey,Mongkol Borei,Bat Trang,Anlong Thngan Lech,True,True,True,True
23,23,1020205,Bang Bat Lech,226.0,010202,Bat Trang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020205,Banteay Meanchey,Mongkol Borei,Bat Trang,Bang Bat Lech,True,True,True,True
25,25,1020207,Bat Trang,226.0,010202,Bat Trang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020207,Banteay Meanchey,Mongkol Borei,Bat Trang,Bat Trang,True,True,True,True
28,28,1020210,Bang Bat Touch,226.0,010202,Bat Trang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020210,Banteay Meanchey,Mongkol Borei,Bat Trang,Bang Bat Touch,True,True,True,True
30,30,1020301,Pralay Char,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020301,Banteay Meanchey,Mongkol Borei,Chamnaom,Pralay Char,True,True,True,True
31,31,1020302,Rongvean Lech,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020302,Banteay Meanchey,Mongkol Borei,Chamnaom,Rongvean Lech,True,True,True,True
33,33,1020304,Chamnaom Lech,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020304,Banteay Meanchey,Mongkol Borei,Chamnaom,Chamnaom Lech,True,True,True,True
35,35,1020306,Roung Kou Daeum,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020306,Banteay Meanchey,Mongkol Borei,Chamnaom,Roung Kou Daeum,True,True,True,True
36,36,1020307,Roung Kou Kandal,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020307,Banteay Meanchey,Mongkol Borei,Chamnaom,Roung Kou Kandal,True,True,True,True
37,37,1020308,Roung Kou Chong,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020308,Banteay Meanchey,Mongkol Borei,Chamnaom,Roung Kou Chong,True,True,True,True
39,39,1020310,Ta Sal,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020310,Banteay Meanchey,Mongkol Borei,Chamnaom,Ta Sal,True,True,True,True
40,40,1020311,Chuor Khchas,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020311,Banteay Meanchey,Mongkol Borei,Chamnaom,Chuor Khchas,True,True,True,True
41,41,1020312,Boeng Tras,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020312,Banteay Meanchey,Mongkol Borei,Chamnaom,Boeng Tras,True,True,True,True
42,42,1020313,Dang Trang,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020313,Banteay Meanchey,Mongkol Borei,Chamnaom,Dang Trang,True,True,True,True
44,44,1020315,Bos Tonloab,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020315,Banteay Meanchey,Mongkol Borei,Chamnaom,Bos Tonloab,True,True,True,True
45,45,1020316,Ta  Bun,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020316,Banteay Meanchey,Mongkol Borei,Chamnaom,Ta  Bun,True,True,True,True
46,46,1020317,Kouk Ponley,248.0,010203,Chamnaom,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020317,Banteay Meanchey,Mongkol Borei,Chamnaom,Kouk Ponley,True,True,True,True
49,49,1020401,Kouk Ballangk,251.0,010204,Kouk Ballangk,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020401,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Kouk Ballangk,True,True,True,True
50,50,1020402,Ta An,251.0,010204,Kouk Ballangk,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020402,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Ta An,True,True,True,True
51,51,1020403,Pralay Chrey,251.0,010204,Kouk Ballangk,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020403,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Pralay Chrey,True,True,True,True
52,52,1020404,Cheung Chab,251.0,010204,Kouk Ballangk,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020404,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Cheung Chab,True,True,True,True
54,54,1020406,Char Thmei,251.0,010204,Kouk Ballangk,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020406,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Char Thmei,True,True,True,True
56,56,1020408,Ta Sal,251.0,010204,Kouk Ballangk,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020408,Banteay Meanchey,Mongkol Borei,Kouk Ballangk,Ta Sal,True,True,True,True
60,60,1020502,Sdei Leu,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020502,Banteay Meanchey,Mongkol Borei,Koy Maeng,Sdei Leu,True,True,True,False
61,61,1020503,Phlov Siem,218.0,010205,Koy Maeng,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020503,Banteay Meanchey,Mongkol Borei,Koy Maeng,Phlov Siem,True,True,True,True
62,62,1020504,Ta Nong,218.0,010205,Koy Maeng,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020504,Banteay Meanchey,Mongkol Borei,Koy Maeng,Ta Nong,True,True,True,True
63,63,1020505,Angkar Khmau,218.0,010205,Koy Maeng,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020505,Banteay Meanchey,Mongkol Borei,Koy Maeng,Angkar Khmau,True,True,True,True
64,64,1020506,Kasang Thmei,218.0,010205,Koy Maeng,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020506,Banteay Meanchey,Mongkol Borei,Koy Maeng,Kasang Thmei,True,True,True,True
65,65,1020507,Stueng Chas,218.0,010205,Koy Maeng,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020507,Banteay Meanchey,Mongkol Borei,Koy Maeng,Stueng Chas,True,True,True,True
66,66,1020508,Sdei Kraom,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020508,Banteay Meanchey,Mongkol Borei,Koy Maeng,Sdei Kraom,True,True,True,False
68,68,1020602,Phnum Prasat,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020602,Banteay Meanchey,Mongkol Borei,Ou Prasat,Phnum Prasat,True,True,True,True
70,70,1020604,Chamkar Louk,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020604,Banteay Meanchey,Mongkol Borei,Ou Prasat,Chamkar Louk,True,True,True,True
72,72,1020606,Anlong Sdei,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020606,Banteay Meanchey,Mongkol Borei,Ou Prasat,Anlong Sdei,True,True,True,True
75,75,1020609,Ou Snguot,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020609,Banteay Meanchey,Mongkol Borei,Ou Prasat,Ou Snguot,True,True,True,True
76,76,1020610,Ou Prasat,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020610,Banteay Meanchey,Mongkol Borei,Ou Prasat,Ou Prasat,True,True,True,True
77,77,1020611,Kouk Ampil,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020611,Banteay Meanchey,Mongkol Borei,Ou Prasat,Kouk Ampil,True,True,True,True
78,78,1020612,Ra Chamkar Chek,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020612,Banteay Meanchey,Mongkol Borei,Ou Prasat,Ra Chamkar Chek,True,True,True,True
79,79,1020613,Pou Rieng,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020613,Banteay Meanchey,Mongkol Borei,Ou Prasat,Pou Rieng,True,True,True,True
80,80,1020614,Rung Krabau,246.0,010206,Ou Prasat,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020614,Banteay Meanchey,Mongkol Borei,Ou Prasat,Rung Krabau,True,True,True,True
81,81,1020701,Phnum Touch Tboung,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020701,Banteay Meanchey,Mongkol Borei,Phnum Touch,Phnum Touch Tboung,True,True,True,True
82,82,1020702,Phnum Touch Cheung,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020702,Banteay Meanchey,Mongkol Borei,Phnum Touch,Phnum Touch Cheung,True,True,True,True
83,83,1020703,Thnal Bat,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020703,Banteay Meanchey,Mongkol Borei,Phnum Touch,Thnal Bat,True,True,True,True
84,84,1020704,Ou Nhor,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020704,Banteay Meanchey,Mongkol Borei,Phnum Touch,Ou Nhor,True,True,True,True
85,85,1020705,Boeng Tras,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020705,Banteay Meanchey,Mongkol Borei,Phnum Touch,Boeng Tras,True,True,True,True
86,86,1020706,Monourom,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020706,Banteay Meanchey,Mongkol Borei,Phnum Touch,Monourom,True,True,True,True
87,87,1020707,Paoy Ta Sek,280.0,020207,Boeng Pring,10.0,0202,Thma Koul,1.0,02,Battambang,1020707,Banteay Meanchey,Mongkol Borei,Phnum Touch,Paoy Ta Sek,True,False,False,False
88,88,1020708,Prey Totueng,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020708,Banteay Meanchey,Mongkol Borei,Phnum Touch,Prey Totueng,True,True,True,True
89,89,1020709,Boeng Reang,272.0,010207,Phnum Touch,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020709,Banteay Meanchey,Mongkol Borei,Phnum Touch,Boeng Reang,True,True,True,True
91,91,1020801,Pou Pir Daeum,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020801,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Pou Pir Daeum,True,True,True,True
92,92,1020802,Rohat Tuek,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020802,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Rohat Tuek,True,True,True,True
93,93,1020803,Thnal Bat,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020803,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Thnal Bat,True,True,True,True
94,94,1020804,Kramol,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020804,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Kramol,True,True,True,True
95,95,1020805,Khtum Chrum,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020805,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Khtum Chrum,True,True,True,True
96,96,1020806,Chak Lech,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020806,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Chak Lech,True,True,True,True
97,97,1020807,Doun Mul,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020807,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Doun Mul,True,True,True,True
99,99,1020809,Ou Dangkao,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020809,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Ou Dangkao,True,True,True,True
100,100,1020810,Chamkar Chek,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020810,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Chamkar Chek,True,True,True,True
101,101,1020811,Ou Chuob,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020811,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Ou Chuob,True,True,True,True
102,102,1020812,Ka Svay,238.0,010208,Rohat Tuek,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020812,Banteay Meanchey,Mongkol Borei,Rohat Tuek,Ka Svay,True,True,True,True
104,104,1020901,Anhchanh,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020901,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Anhchanh,True,True,True,True
105,105,1020902,Neang Ket,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020902,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Neang Ket,True,True,True,True
106,106,1020903,Praek Ropou,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020903,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Praek Ropou,True,True,True,True
108,108,1020905,Samraong,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020905,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Samraong,True,True,True,True
109,109,1020906,Anlong Mean Trop,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020906,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Anlong Mean Trop,True,True,True,True
110,110,1020907,Chamkar Ta Daok,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020907,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Chamkar Ta Daok,True,True,True,True
111,111,1020908,Pralay Luong Kraom,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020908,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Pralay Luong Kraom,True,True,True,True
112,112,1020909,Luong,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020909,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Luong,True,True,True,True
113,113,1020910,Ou Ta Kol,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020910,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Ou Ta Kol,True,True,True,True
114,114,1020911,Pralay Luong Leu,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020911,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Pralay Luong Leu,True,True,True,True
115,115,1020912,Kouk Svay,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020912,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Kouk Svay,True,True,True,True
116,116,1020913,Ou Ta Ma,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020913,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Ou Ta Ma,True,True,True,True
118,118,1020915,Phasi Sra,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020915,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Phasi Sra,True,True,True,True
120,120,1020917,Chumteav,222.0,010209,Ruessei Kraok,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1020917,Banteay Meanchey,Mongkol Borei,Ruessei Kraok,Chumteav,True,True,True,True
121,121,1021001,Chhnaeum Meas,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021001,Banteay Meanchey,Mongkol Borei,Sambuor,Chhnaeum Meas,True,True,True,True
122,122,1021002,Sranal,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021002,Banteay Meanchey,Mongkol Borei,Sambuor,Sranal,True,True,True,True
123,123,1021003,La,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021003,Banteay Meanchey,Mongkol Borei,Sambuor,La,True,True,True,True
125,125,1021005,Sambuor,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021005,Banteay Meanchey,Mongkol Borei,Sambuor,Sambuor,True,True,True,True
126,126,1021006,Doun Loek,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021006,Banteay Meanchey,Mongkol Borei,Sambuor,Doun Loek,True,True,True,True
127,127,1021007,Kbal Krabei,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021007,Banteay Meanchey,Mongkol Borei,Sambuor,Kbal Krabei,True,True,True,True
128,128,1021008,Srah Chhuk,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021008,Banteay Meanchey,Mongkol Borei,Sambuor,Srah Chhuk,True,True,True,True
131,131,1021011,Thma Dab,254.0,010210,Sambuor,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021011,Banteay Meanchey,Mongkol Borei,Sambuor,Thma Dab,True,True,True,True
132,132,1021101,Ta Mau,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021101,Banteay Meanchey,Mongkol Borei,Soea,Ta Mau,True,True,True,True
133,133,1021102,Ansam Chek,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021102,Banteay Meanchey,Mongkol Borei,Soea,Ansam Chek,True,True,True,True
134,134,1021103,Tnaot,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021103,Banteay Meanchey,Mongkol Borei,Soea,Tnaot,True,True,True,True
135,135,1021104,Buor,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021104,Banteay Meanchey,Mongkol Borei,Soea,Buor,True,True,True,True
136,136,1021105,Bos Laok,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021105,Banteay Meanchey,Mongkol Borei,Soea,Bos Laok,True,True,True,True
137,137,1021106,Soea,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021106,Banteay Meanchey,Mongkol Borei,Soea,Soea,True,True,True,True
138,138,1021107,Boeng Touch,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021107,Banteay Meanchey,Mongkol Borei,Soea,Boeng Touch,True,True,True,True
139,139,1021108,Phlov Damrei Leu,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021108,Banteay Meanchey,Mongkol Borei,Soea,Phlov Damrei Leu,True,True,True,True
140,140,1021109,Phlov Damrei Kraom,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021109,Banteay Meanchey,Mongkol Borei,Soea,Phlov Damrei Kraom,True,True,True,True
141,141,1021110,Ou Soea,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021110,Banteay Meanchey,Mongkol Borei,Soea,Ou Soea,True,True,True,True
142,142,1021111,Kouk Samraong,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021111,Banteay Meanchey,Mongkol Borei,Soea,Kouk Samraong,True,True,True,True
143,143,1021112,Ballangk Chrey,253.0,010211,Soea,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021112,Banteay Meanchey,Mongkol Borei,Soea,Ballangk Chrey,True,True,True,True
145,145,1021201,Ta In Muoy,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021201,Banteay Meanchey,Mongkol Borei,Srah Reang,Ta In Muoy,True,True,True,True
146,146,1021202,Ta In Pir,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021202,Banteay Meanchey,Mongkol Borei,Srah Reang,Ta In Pir,True,True,True,True
147,147,1021203,Krouch,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021203,Banteay Meanchey,Mongkol Borei,Srah Reang,Krouch,True,True,True,True
148,148,1021204,Chamkar Chek,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021204,Banteay Meanchey,Mongkol Borei,Srah Reang,Chamkar Chek,True,True,True,True
149,149,1021205,Srah Reang,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021205,Banteay Meanchey,Mongkol Borei,Srah Reang,Srah Reang,True,True,True,True
150,150,1021206,Ta Chan,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021206,Banteay Meanchey,Mongkol Borei,Srah Reang,Ta Chan,True,True,True,True
151,151,1021207,Kouk Srok,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021207,Banteay Meanchey,Mongkol Borei,Srah Reang,Kouk Srok,True,True,True,True
152,152,1021208,Kouk Chrab,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021208,Banteay Meanchey,Mongkol Borei,Srah Reang,Kouk Chrab,True,True,True,True
153,153,1021209,Kouk Krasang,242.0,010212,Srah Reang,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021209,Banteay Meanchey,Mongkol Borei,Srah Reang,Kouk Krasang,True,True,True,True
155,155,1021302,Ta Lam Kandal,231.0,010213,Ta Lam,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021302,Banteay Meanchey,Mongkol Borei,Ta Lam,Ta Lam Kandal,True,True,True,True
156,156,1021303,Ta Lam Chong,231.0,010213,Ta Lam,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021303,Banteay Meanchey,Mongkol Borei,Ta Lam,Ta Lam Chong,True,True,True,True
157,157,1021304,Boeng Khleang Lech,231.0,010213,Ta Lam,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021304,Banteay Meanchey,Mongkol Borei,Ta Lam,Boeng Khleang Lech,True,True,True,True
158,158,1021305,Chong Kouk,231.0,010213,Ta Lam,0.0,0102,Mongkol Borei,0.0,01,Banteay Meanchey,1021305,Banteay Meanchey,Mongkol Borei,Ta Lam,Chong Kouk,True,True,True,True
162,162,1030101,Rongvean,51.0,010301,Nam Tau,1.0,0103,Phnum Srok,0.0,01,Banteay Meanchey,1030101,Banteay Meanchey,Phnum Srok,Nam Tau,Rongvean,True,True,True,True
163,163,1030102,Thmei Khang Tboung,51.0,010301,Nam Tau,1.0,0103,Phnum Srok,0.0,01,Banteay Meanchey,1030102,Banteay Meanchey,Phnum Srok,Nam Tau,Thmei Khang Tboung,True,True,True,True
164,164,1030103,Thmei Khang Cheung,51.0,010301,Nam Tau,1.0,0103,Phnum Srok,0.0,01,Banteay Meanchey,1030103,Banteay Meanchey,Phnum Srok,Nam Tau,Thmei Khang Cheung,True,True,True,True
165,165,1030104,Kouk Yeang,51.0,010301,Nam Tau,1.0,0103,Phnum Srok,0.0,01,Banteay Meanchey,1030104,Banteay Meanchey,Phnum Srok,Nam Tau,Kouk Yeang,True,True,True,True
166,166,1030105,Kouk Chas,51.0,010301,Nam Tau,1.0,0103,Phnum Srok,0.0,01,Banteay Meanchey,1030105,Banteay Meanchey,Phnum Srok,Nam Tau,Kouk Chas,True,True,True,True
167,167,1030106,Chrab,51.0,010301,Nam Tau,1.0,0103,Phnum Srok,0.0,01,Banteay Meanchey,1030106,Banteay Meanchey,Phnum Srok,Nam Tau,Chrab,True,True,True,True
