clust_no,area,region,mpi_0,mpi_0_SE,mpi_0_loCI,mpi_0_upCI,mpi_3,mpi_3_SE,mpi_3_loCI,mpi_3_upCI,tot_samp_ppl,pct_samp_ppl_mis
47,rural,Prey Veng,0.3214286,0.059329316,0.18923463,0.45362255,0.23015875,0.086803466,0.036748566,0.4235689,42,0.0
48,rural,Kampong Thom,0.4805195,0.051102545,0.36917663,0.5918624,0.44227996,0.074287914,0.2804205,0.60413945,77,0.0
49,rural,Prey Veng,0.3843844,0.022503968,0.33535245,0.43341634,0.35285285,0.04141664,0.26261374,0.44309196,74,0.0
50,rural,Kampong Speu,0.32237872,0.027649388,0.2621359,0.38262156,0.26134586,0.05094826,0.15033914,0.37235257,78,8.974361419677734
51,rural,Pursat,0.6659545,0.052341104,0.5507525,0.7811565,0.661681,0.053767297,0.54333997,0.780022,78,0.0
52,rural,Preah Vihear and Stung Treng,0.5958782,0.03796691,0.51385564,0.67790073,0.5958782,0.03796691,0.51385564,0.67790073,62,0.0
53,rural,Pursat,0.6993465,0.04877182,0.5920004,0.80669254,0.6993465,0.04877182,0.5920004,0.80669254,73,6.849312782287598
54,rural,Preah Sihanouk and Koh Kong,0.5604939,0.06903116,0.40130776,0.71968,0.53950626,0.08493418,0.34364766,0.7353648,45,0.0
55,rural,Svay Rieng,0.4136637,0.06246312,0.27756825,0.54975915,0.36186188,0.08545673,0.17566766,0.5480561,74,0.0
56,rural,Preah Vihear and Stung Treng,0.6265823,0.04118304,0.5368522,0.71631247,0.6265823,0.04118304,0.5368522,0.71631247,79,0.0
57,rural,Pursat,0.33114037,0.044306457,0.23542207,0.42685863,0.25292397,0.0690874,0.103669725,0.40217823,76,0.0
58,rural,Prey Veng,0.33084577,0.050124984,0.22163282,0.44005874,0.21973467,0.07660692,0.05282253,0.3866468,70,4.285717010498047
59,rural,Banteay Meanchay,0.45021647,0.046814006,0.34821752,0.55221546,0.40548342,0.07302246,0.24638115,0.5645857,81,4.938268661499023
60,rural,Phnom Penh,0.32496196,0.045278046,0.22714469,0.42277923,0.23363775,0.07029022,0.081784956,0.38549057,73,0.0
61,urban,Preah Vihear and Stung Treng,0.3905229,0.0702713,0.23585682,0.54518896,0.30392158,0.097516105,0.0892901,0.5185531,68,0.0
62,rural,Pursat,0.348916,0.045787327,0.24813877,0.44969323,0.2594851,0.07351377,0.09768239,0.42128783,82,0.0
63,rural,Svay Rieng,0.26614988,0.024850393,0.21077976,0.32152,0.11886305,0.053205155,0.00031458074,0.23741153,49,12.244898080825806
64,rural,Kampong Speu,0.37716052,0.05449355,0.25943437,0.49488667,0.30432102,0.0768523,0.13829172,0.47035033,90,0.0
65,urban,Mondul Kiri and Ratanak Kiri,0.10479798,0.036441654,0.02459044,0.18500553,0.04419192,0.032333363,-0.026973328,0.11535717,88,0.0
66,rural,Siem Reap,0.41582492,0.035614744,0.33888397,0.4927659,0.3754209,0.05501984,0.25655773,0.49428403,66,0.0
67,rural,Kampot & Kep,0.4666667,0.048671577,0.36062044,0.57271296,0.43333337,0.06734678,0.2865973,0.58006936,70,0.0
68,rural,Preah Vihear and Stung Treng,0.6434109,0.05386436,0.52156126,0.7652606,0.6434109,0.05386436,0.52156126,0.7652606,49,12.244898080825806
69,urban,Kampong Chhnang,0.56627685,0.061441105,0.42937756,0.7031762,0.5272905,0.0819842,0.34461832,0.70996267,57,0.0
70,urban,Battambang & Pailin,0.27314818,0.079415865,0.0961986,0.45009774,0.1638889,0.09921405,-0.05717377,0.3849516,60,0.0
71,rural,Banteay Meanchay,0.34920636,0.05946517,0.21964289,0.47876984,0.27380955,0.083188936,0.09255642,0.45506266,77,9.090906381607056
72,rural,Battambang & Pailin,0.49808434,0.06402261,0.35543308,0.64073557,0.4358238,0.093151025,0.22827038,0.64337724,64,9.375
73,rural,Takeo,0.33425927,0.025486233,0.2791996,0.3893189,0.23148149,0.05950944,0.102919154,0.36004382,60,0.0
74,rural,Kampong Chhnang,0.3996416,0.05852497,0.27320608,0.5260771,0.32258067,0.08173435,0.14600433,0.49915698,62,0.0
75,rural,Kampong Cham,0.4672365,0.06902506,0.31109095,0.62338203,0.42307696,0.0881302,0.2237126,0.6224413,39,0.0
76,urban,Battambang & Pailin,0.44157094,0.083995774,0.2515593,0.63158256,0.33812264,0.119291425,0.0682667,0.6079786,58,0.0
77,urban,Preah Vihear and Stung Treng,0.48299325,0.06776704,0.32969353,0.63629293,0.4058957,0.09954006,0.18072046,0.631071,53,7.547169923782349
78,rural,Kampong Thom,0.55300134,0.0744605,0.3921392,0.71386343,0.51851857,0.09012327,0.32381907,0.7132181,87,0.0
79,rural,Kratie,0.337232,0.056726113,0.21468267,0.4597813,0.25438598,0.07904999,0.08360886,0.42516312,57,0.0
80,rural,Otdar Meanchey,0.44017097,0.06257381,0.30244693,0.577895,0.38205132,0.08624278,0.19223224,0.5718704,65,0.0
81,rural,Mondul Kiri and Ratanak Kiri,0.6879757,0.032323197,0.6181457,0.75780576,0.6879757,0.032323197,0.6181457,0.75780576,73,0.0
82,rural,Preah Vihear and Stung Treng,0.61896145,0.04565686,0.5203258,0.71759707,0.61896145,0.04565686,0.5203258,0.71759707,92,0.0
83,rural,Preah Vihear and Stung Treng,0.4230159,0.060243253,0.29175714,0.5542747,0.3666667,0.080508076,0.19125468,0.54207873,75,6.666666269302368
84,rural,Pursat,0.50000006,0.07081582,0.34701177,0.6529883,0.4491526,0.093665026,0.2468016,0.65150356,59,0.0
85,rural,Takeo,0.32316118,0.036912706,0.24273531,0.40358707,0.19953053,0.06858203,0.050103117,0.34895793,71,0.0
86,urban,Preah Sihanouk and Koh Kong,0.20622897,0.059135552,0.07607249,0.33638543,0.10606062,0.0663051,-0.039875932,0.25199717,66,0.0
87,urban,Siem Reap,0.22777778,0.06955636,0.07468526,0.3808703,0.15333334,0.08167589,-0.026434083,0.33310077,50,0.0
88,urban,Kampong Speu,0.09546166,0.02315383,0.04450042,0.1464229,0.0,,,,71,0.0
89,rural,Prey Veng,0.28197065,0.046235714,0.18208447,0.38185686,0.17085955,0.06803491,0.023879053,0.31784004,53,0.0
90,urban,Battambang & Pailin,0.16666667,0.045709003,0.06606183,0.26727152,0.07057057,0.048599847,-0.036396965,0.17753811,74,0.0
91,rural,Otdar Meanchey,0.37673613,0.043582857,0.28177723,0.471695,0.3090278,0.07112609,0.15405735,0.46399823,64,0.0
92,urban,Kampot & Kep,0.41111115,0.08348375,0.22225778,0.5999645,0.2777778,0.119667515,0.0070710815,0.5484845,51,11.764705181121826
93,rural,Battambang & Pailin,0.59010845,0.06548796,0.44597042,0.7342465,0.5562331,0.08071946,0.37857077,0.7338955,82,0.0
94,rural,Svay Rieng,0.40370372,0.061568607,0.27069283,0.5367146,0.3277778,0.08801724,0.13762812,0.51792747,60,0.0
95,rural,Kampong Speu,0.6575593,0.044573367,0.56044227,0.7546763,0.6575593,0.044573367,0.56044227,0.7546763,61,0.0
96,rural,Pursat,0.4159892,0.061518047,0.28308752,0.5488908,0.3577236,0.0804164,0.18399453,0.5314527,82,0.0
97,rural,Kampong Chhnang,0.3541667,0.05186124,0.24212728,0.4662061,0.22916669,0.0806927,0.0548407,0.40349266,56,0.0
98,urban,Preah Vihear and Stung Treng,0.25381267,0.08852978,0.049662624,0.4579627,0.13725492,0.10514925,-0.10521968,0.3797295,56,8.92857313156128
99,rural,Kampong Cham,0.39222223,0.0641334,0.24932413,0.53512037,0.32555556,0.091098264,0.12257598,0.5285351,50,0.0
100,rural,Preah Vihear and Stung Treng,0.5878379,0.04029424,0.5000443,0.6756315,0.5878379,0.04029424,0.5000443,0.6756315,80,7.4999988079071045
101,urban,Kampong Thom,0.26709402,0.03998692,0.1779976,0.35619044,0.19978634,0.06342427,0.05846825,0.34110442,60,13.333332538604736
102,rural,Otdar Meanchey,0.35281387,0.03215998,0.28333646,0.42229128,0.26479077,0.061299026,0.13236228,0.39721927,77,0.0
103,rural,Pursat,0.54662704,0.06223872,0.41102052,0.6822336,0.54662704,0.06223872,0.41102052,0.6822336,56,0.0
104,rural,Banteay Meanchay,0.50000006,0.04646413,0.3987634,0.6012367,0.47222227,0.06222225,0.33665162,0.6077929,62,0.0
105,rural,Svay Rieng,0.3109162,0.048340328,0.20559166,0.41624072,0.23099416,0.06952526,0.07951165,0.3824767,61,6.557375192642212
106,rural,Kampot & Kep,0.35714287,0.03806833,0.27490124,0.4393845,0.30687833,0.05936916,0.17861904,0.4351376,63,0.0
107,rural,Preah Sihanouk and Koh Kong,0.22222222,0.055003237,0.10116091,0.34328353,0.13299663,0.068816766,-0.018468048,0.28446132,72,8.33333134651184
108,urban,Preah Sihanouk and Koh Kong,0.361678,0.05201993,0.24400076,0.47935528,0.29931974,0.08263664,0.112382665,0.4862568,49,0.0
109,urban,Banteay Meanchay,0.16798942,0.058491897,0.03766135,0.2983175,0.06613757,0.06476993,-0.07817884,0.21045397,42,0.0
110,urban,Preah Vihear and Stung Treng,0.32163742,0.019564927,0.27857533,0.36469954,0.22368422,0.05632316,0.09971777,0.34765065,76,0.0
111,urban,Otdar Meanchey,0.47569448,0.065910034,0.33062747,0.6207615,0.40104172,0.09695582,0.18764338,0.61444,64,0.0
112,urban,Kratie,0.55273074,0.051256265,0.43991646,0.66554505,0.51506597,0.07072318,0.35940528,0.67072666,59,0.0
113,rural,Kratie,0.48245615,0.04038178,0.3952166,0.5696957,0.4678363,0.050118558,0.3595617,0.57611084,76,0.0
114,urban,Phnom Penh,0.10515873,0.038818106,0.018666603,0.19165087,0.0,,,,56,0.0
115,rural,Kampong Cham,0.40892535,0.07134419,0.25347972,0.564371,0.35883427,0.0883425,0.16635251,0.551316,61,0.0
116,urban,Kampong Chhnang,0.19351852,0.04194044,0.10120823,0.2858288,0.06944445,0.05204165,-0.045098454,0.18398735,60,0.0
117,urban,Kandal,0.13550135,0.05124562,0.019575719,0.251427,0.043360434,0.043718643,-0.05553801,0.14225888,45,8.888888359069824
118,rural,Kampong Speu,0.40866292,0.044519015,0.31248543,0.5048404,0.35122412,0.067511745,0.20537387,0.49707437,59,0.0
119,urban,Kampot & Kep,0.25000003,0.081391744,0.068647906,0.43135214,0.19537039,0.09414584,-0.014399627,0.4051404,63,4.76190447807312
120,rural,Battambang & Pailin,0.41269845,0.06148114,0.2798765,0.54552037,0.35930738,0.08058032,0.18522419,0.5333906,77,0.0
121,urban,Banteay Meanchay,0.64814824,0.10911051,0.39014286,0.90615356,0.64814824,0.10911051,0.39014286,0.90615356,34,20.588237047195435
122,rural,Siem Reap,0.47184172,0.04936317,0.36428863,0.5793948,0.43074584,0.06705422,0.28464726,0.57684445,73,0.0
123,rural,Kandal,0.2689702,0.048423477,0.16435765,0.37358275,0.14295393,0.0695215,-0.0072381394,0.293146,82,0.0
124,rural,Pursat,0.5141845,0.08625774,0.32433245,0.7040365,0.45153672,0.11696685,0.19409439,0.708979,50,6.000000238418579
125,rural,Kampong Chhnang,0.35477585,0.06819057,0.20620136,0.5033503,0.24171542,0.09821573,0.027721727,0.4557091,57,0.0
126,rural,Kampong Chhnang,0.3639847,0.049858574,0.2562718,0.4716976,0.2605364,0.07683124,0.09455263,0.4265202,58,0.0
127,rural,Kampot & Kep,0.4295866,0.050072744,0.321411,0.53776217,0.35788116,0.07461839,0.19667792,0.5190844,86,0.0
128,rural,Mondul Kiri and Ratanak Kiri,0.65502656,0.04334864,0.5613775,0.7486756,0.64709,0.046200633,0.54727966,0.74690044,105,0.0
129,rural,Phnom Penh,0.259887,0.046309836,0.15670227,0.36307174,0.15160075,0.07008258,-0.0045529734,0.3077545,59,0.0
130,rural,Preah Vihear and Stung Treng,0.5816994,0.048463754,0.47610596,0.6872929,0.5612746,0.061847996,0.42651936,0.6960298,68,0.0
131,rural,Kampong Cham,0.44141418,0.056810375,0.31868282,0.5641455,0.3676768,0.0833828,0.1875392,0.54781437,55,0.0
132,rural,Battambang & Pailin,0.2638889,0.03622996,0.18495059,0.3428272,0.15441176,0.056041464,0.032307904,0.27651563,68,0.0
133,rural,Otdar Meanchey,0.41319448,0.055215515,0.29166594,0.534723,0.34548613,0.08380683,0.16102855,0.5299437,64,0.0
134,urban,Takeo,0.26699835,0.042219337,0.17407422,0.35992247,0.14096186,0.06459778,-0.0012168828,0.2831406,67,0.0
135,rural,Preah Vihear and Stung Treng,0.43397748,0.04463744,0.33573115,0.5322238,0.39130437,0.06734349,0.24308236,0.5395264,72,4.166668653488159
136,rural,Kampong Thom,0.5258753,0.065610945,0.38292128,0.6688292,0.50000006,0.07890947,0.3280711,0.671929,78,6.410259008407593
137,rural,Preah Sihanouk and Koh Kong,0.52020204,0.04231555,0.42591712,0.614487,0.5138889,0.044082444,0.41566712,0.61211073,50,12.000000476837158
138,rural,Kampong Chhnang,0.44666672,0.06290037,0.30961856,0.58371484,0.34111115,0.095359065,0.13334158,0.5488807,53,5.660378932952881
139,rural,Kampong Cham,0.40707073,0.055248808,0.28771293,0.5264285,0.35959598,0.07277256,0.2023804,0.51681155,55,0.0
140,rural,Mondul Kiri and Ratanak Kiri,0.63759696,0.04961893,0.53040177,0.74479216,0.6220931,0.060997665,0.49031565,0.75387055,86,0.0
141,rural,Mondul Kiri and Ratanak Kiri,0.616793,0.04566142,0.51814747,0.7154385,0.60416675,0.053577617,0.48841932,0.71991414,88,0.0
142,rural,Svay Rieng,0.4166667,0.055259917,0.29626566,0.5370677,0.3635621,0.07536534,0.19935514,0.5277691,75,9.333330392837524
143,urban,Pursat,0.44529918,0.079493895,0.2703343,0.62026405,0.38376072,0.102542296,0.15806665,0.6094548,65,0.0
144,rural,Svay Rieng,0.42828286,0.059082385,0.2995534,0.5570123,0.3666667,0.08278952,0.18628383,0.5470496,61,9.836065769195557
145,rural,Kandal,0.34517306,0.04448271,0.24726726,0.44307885,0.24225867,0.074834675,0.07754865,0.40696868,70,12.857145071029663
146,rural,Preah Sihanouk and Koh Kong,0.3262787,0.06552632,0.18205622,0.47050115,0.20723106,0.09050365,0.008033882,0.40642825,74,14.864861965179443
147,rural,Preah Vihear and Stung Treng,0.51282054,0.052368157,0.39872015,0.626921,0.50000006,0.06017807,0.36888328,0.6311168,65,0.0
148,urban,Kampong Thom,0.19802868,0.046042778,0.09387268,0.30218467,0.07706093,0.054998003,-0.047353197,0.20147507,67,7.46268630027771
149,rural,Svay Rieng,0.45698926,0.03579963,0.37964886,0.53432965,0.43189967,0.048304137,0.32754493,0.5362544,62,0.0
150,rural,Prey Veng,0.33695653,0.053660877,0.21884973,0.4550633,0.26932368,0.081191726,0.090621896,0.44802547,54,14.814811944961548
151,urban,Kratie,0.2714885,0.035623245,0.19211493,0.35086203,0.18238994,0.062934734,0.04216261,0.32261726,53,0.0
152,urban,Siem Reap,0.104377106,0.059727207,-0.03685529,0.2456095,0.0,,,,37,10.810810327529907
153,rural,Kampong Speu,0.30203444,0.033901844,0.22816867,0.3759002,0.21048515,0.06099606,0.077586144,0.34338415,71,0.0
154,rural,Banteay Meanchay,0.25042737,0.04225351,0.15836486,0.34248984,0.17521368,0.060559317,0.04326626,0.3071611,69,5.797100067138672
155,rural,Kampong Speu,0.5874317,0.03553563,0.5106617,0.6642018,0.5874317,0.03553563,0.5106617,0.6642018,61,0.0
156,urban,Kampong Thom,0.20760234,0.040303756,0.118894376,0.2963103,0.10818714,0.05461984,-0.012030319,0.2284046,57,0.0
157,rural,Prey Veng,0.096205965,0.023981158,0.04395551,0.14845641,0.0,,,,88,6.818181276321411
158,rural,Kampong Chhnang,0.36790127,0.048542652,0.2630312,0.4727713,0.2802469,0.07515055,0.117894046,0.4425998,45,0.0
159,rural,Kandal,0.3876812,0.048564352,0.2827643,0.4925981,0.32004833,0.07072975,0.167246,0.47285065,92,0.0
160,rural,Kampong Chhnang,0.5170069,0.081434295,0.33777118,0.6962425,0.47165537,0.10817419,0.23356558,0.70974517,49,0.0
161,rural,Battambang & Pailin,0.41794875,0.06668698,0.2711717,0.5647258,0.31794876,0.09771598,0.10287732,0.5330202,65,0.0
162,rural,Siem Reap,0.3587963,0.058967486,0.2314048,0.48618782,0.28163582,0.08610688,0.095613204,0.46765843,72,0.0
163,rural,Kampong Thom,0.31746033,0.02713811,0.258832,0.37608865,0.18154763,0.06049695,0.050851908,0.31224334,56,0.0
164,rural,Pursat,0.40020576,0.040164962,0.31343466,0.4869769,0.35082304,0.06565714,0.20897944,0.49266666,54,0.0
165,rural,Kampot & Kep,0.452496,0.046164628,0.35276338,0.5522286,0.3856683,0.07377305,0.22629131,0.54504526,69,0.0
166,urban,Kandal,0.17559524,0.03617878,0.0949839,0.25620657,0.061507937,0.04638409,-0.041842256,0.16485813,56,0.0
167,rural,Takeo,0.3969697,0.060292367,0.26671597,0.52722347,0.3,0.09120216,0.10296973,0.49703032,55,0.0
168,rural,Prey Veng,0.42504412,0.050547097,0.31584376,0.5342445,0.3941799,0.06374883,0.25645894,0.5319009,63,0.0
169,rural,Prey Veng,0.47486776,0.04599658,0.37081626,0.57891923,0.47486776,0.04599658,0.37081626,0.57891923,42,0.0
170,rural,Preah Sihanouk and Koh Kong,0.38109162,0.048342865,0.27173248,0.4904508,0.334308,0.07048145,0.17486788,0.49374813,61,6.557375192642212
171,rural,Kampong Chhnang,0.4189815,0.043211065,0.32562968,0.51233333,0.3549383,0.06720353,0.20975389,0.50012267,72,0.0
172,rural,Battambang & Pailin,0.3907104,0.07293067,0.23019108,0.5512297,0.27868855,0.107746854,0.04153932,0.5158378,66,7.575756311416626
173,rural,Kampot & Kep,0.42440805,0.058218583,0.29756063,0.55125546,0.3360656,0.08792255,0.14449883,0.52763236,61,0.0
174,urban,Phnom Penh,0.053287983,0.035451066,-0.0269079,0.13348387,0.0,,,,52,5.769228935241699
175,rural,Mondul Kiri and Ratanak Kiri,0.75270414,0.03071902,0.68633974,0.81906855,0.75270414,0.03071902,0.68633974,0.81906855,113,0.0
176,rural,Kampong Speu,0.35555556,0.054725613,0.23732807,0.47378308,0.24370372,0.081516236,0.0675986,0.41980883,75,0.0
177,rural,Kandal,0.2986111,0.046030913,0.19448195,0.40274027,0.23809524,0.06671644,0.08717217,0.3890183,56,0.0
178,urban,Mondul Kiri and Ratanak Kiri,0.24413146,0.04733188,0.1399547,0.34830824,0.09702661,0.06584735,-0.047902428,0.24195565,71,0.0
179,rural,Svay Rieng,0.40993267,0.054214247,0.29280993,0.52705544,0.36784515,0.07271567,0.21075249,0.5249378,66,0.0
180,rural,Kampot & Kep,0.3878788,0.04355715,0.29201016,0.48374745,0.3070707,0.07631954,0.13909255,0.47504887,55,0.0
181,rural,Mondul Kiri and Ratanak Kiri,0.5458554,0.06715334,0.39622846,0.6954824,0.5035274,0.09192546,0.2987047,0.70835006,63,0.0
182,urban,Kampot & Kep,0.44662312,0.052508663,0.32784027,0.56540596,0.4117647,0.079246484,0.23249672,0.59103274,58,12.068963050842285
183,rural,Kampong Chhnang,0.31794873,0.040619805,0.23019497,0.40570247,0.2034188,0.07171341,0.048491403,0.35834622,65,0.0
184,urban,Kratie,0.38591272,0.04295727,0.2913644,0.48046103,0.34325397,0.0638479,0.2027257,0.48378226,56,0.0
185,rural,Takeo,0.22530864,0.034968592,0.1497636,0.3008537,0.0933642,0.0506764,-0.016115509,0.2028439,72,0.0
186,rural,Svay Rieng,0.32837301,0.052537646,0.21273845,0.4440076,0.25694445,0.07367973,0.09477646,0.41911244,64,12.5
187,rural,Kandal,0.37528348,0.07966895,0.19777,0.55279696,0.2346939,0.11191272,-0.014663183,0.484051,49,0.0
188,rural,Takeo,0.28703704,0.04610406,0.18658492,0.38748914,0.1936027,0.0722489,0.036185876,0.3510195,67,1.4925360679626465
189,rural,Preah Vihear and Stung Treng,0.607306,0.038955234,0.5224298,0.6921822,0.607306,0.038955234,0.5224298,0.6921822,79,7.594937086105347
190,rural,Pursat,0.52991456,0.042094883,0.4381977,0.62163144,0.52136755,0.04565949,0.42188406,0.62085104,52,0.0
191,rural,Kampong Chhnang,0.4277778,0.041137177,0.33890632,0.51664925,0.37301588,0.06324236,0.23638907,0.5096427,70,0.0
192,rural,Siem Reap,0.5076253,0.042992808,0.41299877,0.6022518,0.4858388,0.057120487,0.36011747,0.61156017,57,10.526317358016968
193,urban,Otdar Meanchey,0.5519126,0.056272615,0.42461511,0.6792101,0.5382514,0.06577901,0.38944897,0.68705386,67,8.955222368240356
194,rural,Kampong Chhnang,0.40547267,0.049329884,0.29799208,0.5129532,0.3175788,0.08149383,0.14001898,0.4951386,69,2.898550033569336
195,urban,Kratie,0.3888889,0.061206095,0.25251323,0.52526456,0.29629633,0.089727566,0.09637084,0.49622178,53,3.7735819816589355
196,rural,Takeo,0.37268522,0.05552637,0.25272778,0.49264264,0.28549385,0.07814971,0.11666166,0.45432603,72,0.0
197,rural,Kratie,0.8490992,0.03132401,0.78015554,0.9180429,0.8490992,0.03132401,0.78015554,0.9180429,80,7.4999988079071045
198,rural,Banteay Meanchay,0.34084085,0.04396543,0.24585931,0.4358224,0.29054055,0.060769573,0.15925588,0.42182523,74,0.0
199,urban,Otdar Meanchey,0.6522223,0.041676946,0.55367196,0.7507726,0.6522223,0.041676946,0.55367196,0.7507726,50,0.0
200,rural,Otdar Meanchey,0.46839082,0.04092667,0.3772005,0.5595811,0.42337167,0.070005976,0.26738864,0.5793547,58,0.0
201,urban,Preah Sihanouk and Koh Kong,0.5205762,0.048574895,0.41069213,0.6304602,0.4958848,0.069625765,0.3383804,0.6533892,54,0.0
