clust_no,area,region,mpi_0,mpi_0_SE,mpi_0_loCI,mpi_0_upCI,mpi_3,mpi_3_SE,mpi_3_loCI,mpi_3_upCI,tot_samp_ppl,pct_samp_ppl_mis
93,rural,Kampong Cham,0.56781054,0.06217367,0.43234572,0.7032753,0.5449347,0.07892922,0.37296268,0.7169067,74,8.10810923576355
94,urban,Kampong Cham,0.28444445,0.08129531,0.103307225,0.46558172,0.20222224,0.094076306,-0.0073928284,0.4118373,53,5.660378932952881
95,urban,Kampong Cham,0.108932465,0.026674258,0.047421515,0.17044342,0.019607844,0.020817239,-0.028396795,0.067612484,62,17.741936445236206
96,rural,Kampong Chhnang,0.4295191,0.047115657,0.3277319,0.53130627,0.33499172,0.07996103,0.16224642,0.50773704,67,0.0
97,rural,Kampong Chhnang,0.4492754,0.06586026,0.30699295,0.59155786,0.34380037,0.09792998,0.1322355,0.5553652,69,0.0
98,rural,Kampong Chhnang,0.40909094,0.056131016,0.2855474,0.53263444,0.3240741,0.08549271,0.13590592,0.51224226,66,0.0
99,rural,Kampong Chhnang,0.4666667,0.07732917,0.29646635,0.63686705,0.41616166,0.10290232,0.18967517,0.64264816,55,0.0
100,rural,Kampong Chhnang,0.37566137,0.04361695,0.2806282,0.47069454,0.2883598,0.07778101,0.11888953,0.45783004,67,5.9701502323150635
101,urban,Kampong Chhnang,0.2325103,0.030612292,0.16430186,0.30071872,0.04012346,0.032478034,-0.03224211,0.11248903,60,10.000002384185791
102,urban,Kampong Chhnang,0.3442623,0.05886656,0.2146979,0.47382674,0.23952644,0.086810686,0.048457395,0.43059546,61,0.0
103,urban,Kampong Chhnang,0.22751324,0.06501834,0.077580675,0.3774458,0.10449736,0.068681456,-0.053882368,0.26287708,44,4.545456171035767
104,urban,Kampong Chhnang,0.26302084,0.045032974,0.16268112,0.36336055,0.16493057,0.06689303,0.01588359,0.31397754,64,0.0
105,urban,Kampong Chhnang,0.19337608,0.03619673,0.1137076,0.27304456,0.091880344,0.04917927,-0.016362501,0.20012319,52,0.0
106,urban,Kampong Chhnang,0.13616557,0.03306114,0.06250077,0.20983039,0.0,,,,51,0.0
107,urban,Kampong Chhnang,0.2324074,0.03247195,0.1600554,0.3047594,0.085185185,0.05277126,-0.032396507,0.20276688,60,0.0
108,urban,Kampong Chhnang,0.20567377,0.04620242,0.10272835,0.30861917,0.12174941,0.060556676,-0.013179272,0.2566781,47,0.0
109,urban,Kampong Chhnang,0.15235691,0.022851633,0.1020608,0.202653,0.02020202,0.02076832,-0.025508745,0.06591278,66,0.0
110,rural,Kampong Chhnang,0.46727553,0.046004485,0.36788887,0.5666622,0.4512938,0.057477955,0.3271202,0.57546735,73,0.0
111,rural,Kampong Chhnang,0.33333334,0.03870041,0.24972619,0.4169405,0.25925928,0.062997535,0.12316137,0.39535716,57,0.0
112,rural,Kampong Chhnang,0.27394637,0.031050649,0.20629281,0.3415999,0.13218391,0.056593105,0.008878127,0.2554897,58,0.0
113,rural,Kampong Chhnang,0.32864794,0.034299817,0.2545477,0.4027482,0.22891568,0.06320182,0.09237643,0.3654549,83,0.0
114,rural,Kampong Chhnang,0.25862068,0.04840883,0.15403977,0.36320162,0.16091955,0.06944578,0.010891048,0.31094804,58,0.0
115,rural,Kampong Chhnang,0.3515625,0.03387691,0.2783759,0.42474914,0.25086805,0.06547813,0.10941115,0.39232495,64,0.0
116,rural,Kampong Chhnang,0.30776015,0.05615988,0.1864341,0.4290862,0.16578485,0.077237755,-0.0010771846,0.33264688,63,0.0
117,rural,Kampong Chhnang,0.48324516,0.03628164,0.40486345,0.5616269,0.47442684,0.038771015,0.39066714,0.55818653,63,0.0
118,rural,Kampong Chhnang,0.3216846,0.044635266,0.22525597,0.41811323,0.25268817,0.06637052,0.10930339,0.39607295,62,0.0
119,rural,Kampong Chhnang,0.4601852,0.058146477,0.3345674,0.58580303,0.4027778,0.08185608,0.2259385,0.57961714,60,0.0
120,rural,Kampong Chhnang,0.37065974,0.031501547,0.30260476,0.43871468,0.2994792,0.061548173,0.16651243,0.4324459,64,0.0
121,rural,Kampong Chhnang,0.27214172,0.04627146,0.17217831,0.37210512,0.17310789,0.06900445,0.024032837,0.32218295,69,0.0
122,rural,Kampong Chhnang,0.25714287,0.051598147,0.14567184,0.3686139,0.16349207,0.071386576,0.009270752,0.31771338,70,0.0
123,rural,Kampong Chhnang,0.31349206,0.050211243,0.20409118,0.422893,0.17301588,0.080068596,-0.0014386068,0.34747037,70,0.0
124,rural,Kampong Chhnang,0.38503087,0.03831295,0.3022608,0.46780097,0.33796299,0.05738,0.21400103,0.4619249,72,0.0
125,rural,Kampong Chhnang,0.42911878,0.043510485,0.33512008,0.5231175,0.37931037,0.069251515,0.22970155,0.52891916,58,0.0
126,rural,Kampong Chhnang,0.37288138,0.04997738,0.26399,0.48177272,0.25706217,0.0838641,0.07433798,0.43978634,59,0.0
127,rural,Kampong Chhnang,0.2449495,0.04404123,0.1498042,0.3400948,0.12794614,0.06327566,-0.0087526115,0.2646449,66,0.0
128,rural,Kampong Chhnang,0.42703152,0.056121625,0.30578813,0.54827493,0.3764511,0.07829617,0.20730251,0.5455997,67,0.0
129,rural,Kampong Chhnang,0.43314505,0.066476315,0.2895317,0.5767584,0.3596987,0.090881184,0.16336185,0.5560356,59,0.0
130,rural,Kampong Chhnang,0.31094527,0.04439036,0.21504574,0.40684482,0.25456053,0.06256286,0.119401686,0.3897194,67,0.0
131,rural,Kampong Speu,0.2916667,0.040565185,0.20328273,0.38005063,0.18482907,0.066189244,0.040615086,0.32904306,52,0.0
132,rural,Kampong Speu,0.3362573,0.03697233,0.25638345,0.41613117,0.20321637,0.069115184,0.053902093,0.35253066,76,0.0
133,rural,Kampong Speu,0.2511574,0.035418108,0.17224096,0.33007386,0.1261574,0.059122484,-0.0055756913,0.25789052,57,15.789473056793213
134,rural,Kampong Speu,0.36825398,0.09202481,0.16774914,0.56875885,0.25079367,0.11654652,-0.0031393773,0.5047267,74,5.405408143997192
135,rural,Kampong Speu,0.35122412,0.043598138,0.25623193,0.44621632,0.2448211,0.072990105,0.08578932,0.40385288,59,0.0
136,urban,Kampong Speu,0.10850695,0.023357911,0.05709653,0.15991735,0.0,,,,64,0.0
137,urban,Kampong Speu,0.30107528,0.053637948,0.18301895,0.4191316,0.20967743,0.07415589,0.04646141,0.37289345,62,0.0
138,urban,Kampong Speu,0.0372807,0.022819135,-0.013563501,0.08812491,0.0,,,,79,3.7974655628204346
139,urban,Kampong Speu,0.20947178,0.043208264,0.111727886,0.30721566,0.10564663,0.06388024,-0.03886052,0.25015378,61,0.0
140,urban,Kampong Speu,0.21539962,0.02597406,0.15752581,0.27327344,0.0,,,,57,0.0
141,urban,Kampong Speu,0.113425925,0.03403799,0.03758456,0.1892673,0.050925925,0.037988394,-0.033717494,0.13556935,48,0.0
142,rural,Kampong Speu,0.36581197,0.04778438,0.2625801,0.46904385,0.2880342,0.07211386,0.1322417,0.4438267,65,0.0
143,rural,Kampong Speu,0.31746033,0.04445914,0.22059219,0.4143285,0.2232143,0.07267874,0.064860925,0.38156766,56,0.0
144,rural,Kampong Speu,0.14133987,0.04720026,0.03849934,0.2441804,0.05147059,0.050273042,-0.05806496,0.16100614,68,0.0
145,rural,Kampong Speu,0.21766849,0.028557561,0.15544692,0.27989006,0.09653916,0.045941524,-0.003558818,0.19663715,66,7.575756311416626
146,rural,Kampong Speu,0.47058827,0.032430775,0.3992086,0.5419679,0.46187365,0.03628532,0.38201022,0.5417371,51,0.0
147,rural,Kampong Speu,0.34313726,0.048211977,0.23898163,0.44729292,0.26862746,0.06885039,0.11988524,0.4173697,85,0.0
148,rural,Kampong Speu,0.44350284,0.050983716,0.32990405,0.55710167,0.39171377,0.07445237,0.22582355,0.557604,68,13.235294818878174
149,urban,Kampong Speu,0.28060263,0.027998924,0.21897744,0.34222785,0.16101696,0.06473424,0.018537845,0.30349606,59,0.0
150,rural,Kampong Speu,0.36452243,0.034583706,0.28980887,0.439236,0.27095518,0.064997084,0.13053751,0.41137284,57,0.0
151,rural,Kampong Speu,0.24836603,0.043989897,0.15333162,0.34340042,0.17238563,0.060164712,0.042407673,0.30236357,68,0.0
152,rural,Kampong Speu,0.33101854,0.051443502,0.21893276,0.4431043,0.26929012,0.073162764,0.10988215,0.42869812,77,6.493508815765381
153,rural,Kampong Speu,0.48087436,0.053877287,0.36229125,0.59945744,0.44171223,0.07582206,0.274829,0.6085955,65,6.15384578704834
154,rural,Kampong Speu,0.45668554,0.05979779,0.32344776,0.5899233,0.38888893,0.0898317,0.18873142,0.5890464,67,11.940300464630127
155,rural,Kampong Speu,0.36257312,0.046826504,0.2614106,0.46373564,0.28167644,0.07262475,0.12478019,0.43857267,57,0.0
156,rural,Kampong Speu,0.3342014,0.034498274,0.2596724,0.4087304,0.2986111,0.048045464,0.1948152,0.40240702,64,0.0
157,rural,Kampong Speu,0.24212272,0.03985586,0.15601937,0.32822606,0.15257049,0.055044137,0.03365485,0.2714861,67,0.0
158,rural,Kampong Speu,0.18421054,0.029233528,0.121055335,0.24736573,0.057017546,0.034057066,-0.016558269,0.13059336,76,0.0
159,rural,Kampong Speu,0.3811966,0.052960012,0.26580665,0.49658653,0.31794873,0.07925966,0.14525677,0.49064067,65,0.0
160,rural,Kampong Speu,0.28444445,0.038045917,0.20154952,0.36733937,0.16444445,0.06486937,0.023106232,0.30578268,75,0.0
161,rural,Kampong Thom,0.0781893,0.021190487,0.032410037,0.123968564,0.0,,,,54,0.0
162,rural,Kampong Thom,0.39021164,0.04308164,0.2953896,0.4850337,0.34391534,0.06653365,0.19747578,0.49035493,47,10.638296604156494
163,rural,Kampong Thom,0.3670635,0.04863863,0.25868988,0.47543713,0.30357143,0.07669987,0.13267347,0.4744694,56,0.0
164,rural,Kampong Thom,0.2840502,0.034791306,0.20888814,0.35921222,0.19892474,0.05711637,0.07553232,0.32231715,62,0.0
165,rural,Kampong Thom,0.47222227,0.06689456,0.32647154,0.61797297,0.4166667,0.092849195,0.21436568,0.6189677,60,0.0
166,rural,Kampong Thom,0.20546737,0.049590807,0.096318744,0.314616,0.10405644,0.064306036,-0.037480187,0.24559306,63,0.0
167,rural,Kampong Thom,0.4298725,0.069484904,0.27693728,0.5828078,0.32331514,0.10711262,0.08756186,0.55906844,64,4.6875
168,rural,Kampong Thom,0.39694044,0.07192041,0.23669179,0.5571891,0.31078908,0.099122725,0.08992988,0.5316483,69,0.0
169,rural,Kampong Thom,0.3240741,0.047843836,0.22071376,0.4274344,0.26851854,0.06515394,0.127762,0.40927505,54,0.0
170,rural,Kampong Thom,0.3663446,0.037302166,0.2842431,0.44844612,0.27697262,0.06947287,0.12406387,0.4298814,69,0.0
171,urban,Kampong Thom,0.0664488,0.024522446,0.012475263,0.12042234,0.0,,,,51,0.0
172,urban,Kampong Thom,0.052469138,0.035932854,-0.028816622,0.1337549,0.037037037,0.036807705,-0.046227776,0.12030185,56,3.5714268684387207
173,urban,Kampong Thom,0.1851852,0.061845105,0.04906504,0.32130536,0.09435627,0.068741836,-0.05694349,0.24565603,63,0.0
174,rural,Kampong Thom,0.40862575,0.05815466,0.28191763,0.5353339,0.34137428,0.08490878,0.15637395,0.52637464,76,0.0
175,urban,Kampong Thom,0.12636165,0.025626196,0.069958776,0.18276453,0.0,,,,51,0.0
176,urban,Kampong Thom,0.13709678,0.026127553,0.079590425,0.19460313,0.0,,,,62,0.0
177,urban,Kampong Thom,0.16931218,0.03520623,0.09182379,0.24680056,0.06878307,0.044857606,-0.029947855,0.167514,63,0.0
178,urban,Kampong Thom,0.13718821,0.028709825,0.07321873,0.20115769,0.0,,,,52,5.769228935241699
179,rural,Kampong Thom,0.48692814,0.05774611,0.36217526,0.61168104,0.46241835,0.06990955,0.31138796,0.61344874,68,0.0
180,rural,Kampong Thom,0.408547,0.04307889,0.31548074,0.5016133,0.35299146,0.06845489,0.20510367,0.5008793,65,0.0
181,rural,Kampong Thom,0.41614258,0.04397526,0.32113978,0.51114535,0.35639414,0.06832962,0.20877697,0.50401133,53,0.0
182,rural,Kampong Thom,0.32828283,0.033303775,0.2563344,0.40023127,0.22727273,0.06436147,0.08822824,0.3663172,55,0.0
183,rural,Kampong Thom,0.24794239,0.030126698,0.18230195,0.31358284,0.13271606,0.051824775,0.019799566,0.24563254,54,0.0
184,rural,Kampong Thom,0.47030655,0.04604955,0.36997318,0.5706399,0.46551725,0.050212897,0.35611275,0.5749218,64,9.375
185,rural,Kampong Thom,0.4580713,0.050702985,0.34853417,0.5676084,0.44758913,0.058306046,0.32162657,0.57355165,53,0.0
186,rural,Kampong Thom,0.40035275,0.04605227,0.30086288,0.49984264,0.3606702,0.066564344,0.21686669,0.50447375,63,0.0
187,rural,Kampong Thom,0.40018836,0.050912578,0.28925937,0.51111734,0.34745765,0.074401066,0.18535165,0.5095636,61,3.2786905765533447
188,rural,Kampong Thom,0.30555558,0.038745556,0.22113626,0.3899749,0.18015873,0.06470408,0.039180644,0.32113683,70,0.0
189,rural,Kampong Thom,0.28116533,0.04436287,0.18532516,0.37700546,0.17276423,0.065069705,0.032189686,0.3133388,82,0.0
190,rural,Kampong Thom,0.39123634,0.056254387,0.2697061,0.51276654,0.34741786,0.07128871,0.19340795,0.50142777,71,0.0
191,rural,Kampong Thom,0.5046297,0.049617965,0.39652142,0.61273795,0.49074078,0.059111156,0.36194864,0.61953294,88,4.545456171035767
192,rural,Kampot & Kep,0.2949495,0.04737824,0.1906707,0.3992283,0.18787879,0.073759586,0.02553504,0.35022256,55,0.0
193,rural,Kampot & Kep,0.32269505,0.05500912,0.2016208,0.4437693,0.20094565,0.08429167,0.015420926,0.38647035,47,0.0
194,rural,Kampot & Kep,0.14312617,0.03483574,0.06722562,0.21902673,0.0527307,0.03731413,-0.02856981,0.1340312,63,6.34920597076416
195,rural,Kampot & Kep,0.28806585,0.02337503,0.23713604,0.33899567,0.23148149,0.04660476,0.12993844,0.33302453,54,0.0
196,rural,Kampot & Kep,0.30452675,0.040783588,0.21641918,0.39263433,0.19238684,0.06660538,0.048494652,0.33627903,54,0.0
197,rural,Kampot & Kep,0.31759262,0.05402961,0.20086874,0.4343165,0.23611113,0.07532181,0.07338825,0.39883402,60,0.0
198,rural,Kampot & Kep,0.28154427,0.03219455,0.21139836,0.35169014,0.14783427,0.06342332,0.009646732,0.28602183,59,0.0
199,rural,Kampot & Kep,0.48245618,0.068702795,0.33124235,0.63367003,0.41130608,0.10621971,0.17751808,0.6450941,62,8.064514398574829
200,rural,Kampot & Kep,0.32312927,0.06075649,0.18940513,0.4568534,0.2086168,0.08614695,0.019008625,0.39822495,62,20.967739820480347
201,rural,Kampot & Kep,0.5348584,0.07686975,0.36096698,0.7087499,0.50217867,0.09156176,0.2950516,0.70930576,57,10.526317358016968
202,rural,Kampot & Kep,0.35000002,0.03327306,0.27811792,0.4218821,0.26666668,0.061081063,0.13470906,0.3986243,60,0.0
