clust_no,area,region,mpi_0,mpi_0_SE,mpi_0_loCI,mpi_0_upCI,mpi_3,mpi_3_SE,mpi_3_loCI,mpi_3_upCI,tot_samp_ppl,pct_samp_ppl_mis
295,urban,Mondul Kiri and Ratanak Kiri,0.15160076,0.044293758,0.056600094,0.24660142,0.082862526,0.047274794,-0.018531824,0.18425688,59,0.0
296,urban,Mondul Kiri and Ratanak Kiri,0.29330066,0.03742777,0.21302608,0.37357524,0.20016341,0.06021497,0.07101514,0.32931167,68,0.0
297,urban,Mondul Kiri and Ratanak Kiri,0.19489983,0.03639349,0.116276465,0.27352318,0.0874317,0.053189944,-0.027478194,0.20234159,65,6.15384578704834
298,rural,Mondul Kiri and Ratanak Kiri,0.33006537,0.051080707,0.22050816,0.4396226,0.21568629,0.0769412,0.05066383,0.38070875,68,0.0
299,rural,Mondul Kiri and Ratanak Kiri,0.2060606,0.041236904,0.1169737,0.29514754,0.10707071,0.05013937,-0.0012488184,0.21539024,59,6.779658794403076
300,rural,Mondul Kiri and Ratanak Kiri,0.19125684,0.051181167,0.081484154,0.30102953,0.09107469,0.060600694,-0.038900875,0.22105025,61,0.0
301,rural,Mondul Kiri and Ratanak Kiri,0.53030306,0.0446646,0.43450704,0.6260991,0.53030306,0.0446646,0.43450704,0.6260991,77,0.0
302,rural,Mondul Kiri and Ratanak Kiri,0.42087543,0.049489904,0.3130462,0.5287047,0.33670035,0.089264594,0.14220951,0.5311912,69,4.347825050354004
303,rural,Mondul Kiri and Ratanak Kiri,0.29749104,0.04677727,0.1964349,0.3985472,0.2123656,0.06507951,0.07176987,0.35296133,64,3.125
304,urban,Mondul Kiri and Ratanak Kiri,0.1359127,0.040694036,0.047998585,0.22382681,0.05357143,0.04098739,-0.03497645,0.1421193,56,0.0
305,urban,Mondul Kiri and Ratanak Kiri,0.09074074,0.025067296,0.036586143,0.14489534,0.0,,,,64,6.25
306,rural,Mondul Kiri and Ratanak Kiri,0.32669985,0.05537549,0.20793124,0.44546846,0.24543947,0.07500161,0.08457702,0.40630195,67,0.0
307,rural,Mondul Kiri and Ratanak Kiri,0.197065,0.044211224,0.102241345,0.29188862,0.076519914,0.05471231,-0.040826317,0.19386615,53,0.0
308,rural,Mondul Kiri and Ratanak Kiri,0.42810458,0.036693428,0.34883326,0.5073759,0.40114382,0.051388685,0.2901253,0.5121623,76,10.526317358016968
309,rural,Mondul Kiri and Ratanak Kiri,0.25925925,0.050042734,0.15192828,0.36659026,0.18226121,0.06271208,0.04775717,0.31676525,57,0.0
310,rural,Mondul Kiri and Ratanak Kiri,0.24626867,0.065203235,0.10642164,0.3861157,0.15588725,0.083668865,-0.023564635,0.3353391,67,0.0
311,rural,Mondul Kiri and Ratanak Kiri,0.27906978,0.023576945,0.22813487,0.33000466,0.15503876,0.05401917,0.03833744,0.27174008,49,12.244898080825806
312,rural,Mondul Kiri and Ratanak Kiri,0.22301587,0.04454153,0.1274838,0.31854796,0.11746032,0.055677965,-0.0019570356,0.23687768,70,0.0
313,rural,Mondul Kiri and Ratanak Kiri,0.25897437,0.031697765,0.19098942,0.3269593,0.14700855,0.05158509,0.03636954,0.25764757,65,0.0
314,rural,Mondul Kiri and Ratanak Kiri,0.24647889,0.043703154,0.15274493,0.34021282,0.10563381,0.058604624,-0.020060608,0.23132822,71,0.0
315,urban,Mondul Kiri and Ratanak Kiri,0.15325671,0.03508718,0.07800219,0.22851121,0.04980843,0.034746528,-0.024715463,0.12433232,58,0.0
316,urban,Mondul Kiri and Ratanak Kiri,0.04609929,0.02150203,-1.797385e-05,0.09221656,0.0,,,,47,0.0
317,urban,Mondul Kiri and Ratanak Kiri,0.18320106,0.026385916,0.12660891,0.23979323,0.043650795,0.030215515,-0.021155039,0.10845663,84,0.0
318,urban,Phnom Penh,0.032763533,0.0143610425,0.0019621598,0.063564904,0.0,,,,39,0.0
319,urban,Phnom Penh,0.086419754,0.034585673,0.009358076,0.16348143,0.0,,,,56,3.5714268684387207
320,urban,Phnom Penh,0.058479533,0.023386518,0.007956035,0.10900303,0.0,,,,60,5.0000011920928955
321,urban,Phnom Penh,0.04050926,0.019509071,-0.0013335352,0.08235206,0.0,,,,48,0.0
322,urban,Phnom Penh,0.028735634,0.020218298,-0.014628304,0.072099574,0.0,,,,58,0.0
323,urban,Phnom Penh,0.018832391,0.013822308,-0.011283829,0.048948612,0.0,,,,67,11.940300464630127
324,urban,Phnom Penh,0.09907408,0.03709624,0.019510558,0.1786376,0.055555556,0.037464466,-0.02479773,0.13590884,60,0.0
325,urban,Phnom Penh,0.043771043,0.030521933,-0.02216758,0.10970967,0.030303031,0.029740205,-0.033946775,0.09455284,33,0.0
326,urban,Phnom Penh,0.07111111,0.034444958,-0.002765973,0.1449882,0.033333335,0.032366946,-0.036086857,0.10275353,50,0.0
327,urban,Phnom Penh,0.040322583,0.02203075,-0.0069286777,0.08757384,0.0,,,,62,0.0
328,urban,Phnom Penh,0.04460094,0.02174569,-0.002038924,0.0912408,0.0,,,,71,0.0
329,urban,Phnom Penh,0.12077295,0.035401367,0.044844568,0.19670133,0.033816427,0.033377517,-0.037771225,0.10540408,46,0.0
330,urban,Phnom Penh,0.0942029,0.0319858,0.025600182,0.16280562,0.028985508,0.028652225,-0.032467403,0.09043842,69,0.0
331,urban,Phnom Penh,0.015046297,0.011663134,-0.010150373,0.040242966,0.0,,,,57,15.789473056793213
332,urban,Phnom Penh,0.016835017,0.012850961,-0.010727553,0.04439759,0.0,,,,66,0.0
333,urban,Phnom Penh,0.07017544,0.017634854,0.03235244,0.10799844,0.0,,,,76,0.0
334,urban,Phnom Penh,0.037373737,0.017074982,0.0007515465,0.07399593,0.0,,,,55,0.0
335,urban,Phnom Penh,0.12136752,0.031133913,0.054591924,0.18814312,0.02991453,0.029939806,-0.03429997,0.094129026,65,0.0
336,urban,Phnom Penh,0.043589745,0.021352122,-0.0022060017,0.089385495,0.0,,,,65,0.0
337,urban,Phnom Penh,0.039789792,0.02096859,-0.0051833624,0.084762946,0.0,,,,74,0.0
338,urban,Phnom Penh,0.034621578,0.023653606,-0.01611036,0.085353516,0.0,,,,69,0.0
339,urban,Phnom Penh,0.083760686,0.041692305,-0.0056604138,0.17318179,0.06153846,0.041939665,-0.028413171,0.15149009,65,0.0
340,urban,Phnom Penh,0.026205452,0.015817665,-0.0077200653,0.06013097,0.0,,,,53,0.0
341,urban,Phnom Penh,0.033564817,0.0188085,-0.0067754053,0.073905036,0.0,,,,48,0.0
342,urban,Phnom Penh,0.04040404,0.023564924,-0.012101882,0.09290996,0.0,,,,76,13.157892227172852
343,urban,Phnom Penh,0.063390315,0.03847454,-0.019129371,0.14591,0.03988604,0.038432233,-0.042542905,0.12231498,78,0.0
344,urban,Phnom Penh,0.05178908,0.021462789,0.005755973,0.09782218,0.0,,,,59,0.0
345,urban,Phnom Penh,0.109319,0.037575796,0.02872693,0.18991107,0.05824373,0.039009232,-0.025422756,0.14191021,62,0.0
346,urban,Phnom Penh,0.22727273,0.0546005,0.11016631,0.34437916,0.16666667,0.06259082,0.032422714,0.30091062,77,0.0
347,urban,Phnom Penh,0.042372882,0.024504792,-0.0105665,0.09531227,0.0,,,,63,6.34920597076416
348,urban,Phnom Penh,0.08055556,0.025727404,0.025375765,0.13573535,0.0,,,,60,0.0
349,urban,Phnom Penh,0.058685448,0.027052354,0.00024239028,0.11712851,0.0,,,,71,0.0
350,urban,Phnom Penh,0.05804312,0.023715736,0.0068083866,0.10927785,0.0,,,,70,4.285717010498047
351,rural,Preah Vihear and Stung Treng,0.27678573,0.048750043,0.17146765,0.38210377,0.18353175,0.0701762,0.03192528,0.3351382,60,6.666666269302368
352,rural,Preah Vihear and Stung Treng,0.21415772,0.023581976,0.1635794,0.26473603,0.06989247,0.03458172,-0.0042779413,0.14406289,62,0.0
353,rural,Preah Vihear and Stung Treng,0.21734893,0.038330045,0.1345419,0.30015597,0.11403509,0.05257596,0.00045163315,0.22761855,57,0.0
354,rural,Preah Vihear and Stung Treng,0.26131687,0.04540902,0.16392422,0.35870954,0.16392319,0.05991253,0.035423595,0.29242277,81,0.0
355,rural,Preah Vihear and Stung Treng,0.32785603,0.053307593,0.21352263,0.44218946,0.19170581,0.07723772,0.02604738,0.35736424,71,0.0
356,rural,Preah Vihear and Stung Treng,0.19058642,0.03497273,0.115032434,0.2661404,0.08950617,0.049639583,-0.017733624,0.19674598,74,2.7027010917663574
357,rural,Preah Vihear and Stung Treng,0.2741228,0.0342213,0.20072542,0.3475202,0.17032164,0.053035412,0.056571998,0.2840713,76,0.0
358,rural,Preah Vihear and Stung Treng,0.32075474,0.05276808,0.20757845,0.433931,0.20440252,0.07475644,0.044065904,0.36473915,53,0.0
359,rural,Preah Vihear and Stung Treng,0.3740741,0.048044283,0.27102935,0.47711882,0.2837037,0.07424337,0.12446753,0.4429399,75,0.0
360,rural,Preah Vihear and Stung Treng,0.113675214,0.03234462,0.044302903,0.18304753,0.02991453,0.029673332,-0.033728436,0.0935575,65,0.0
361,rural,Preah Vihear and Stung Treng,0.2537037,0.04307101,0.16132559,0.34608182,0.15833333,0.060384426,0.028821623,0.28784505,60,0.0
362,rural,Preah Vihear and Stung Treng,0.19071311,0.034211945,0.117335774,0.26409042,0.052238807,0.04866447,-0.0521361,0.15661371,67,0.0
363,rural,Preah Vihear and Stung Treng,0.23905724,0.04598414,0.14043108,0.3376834,0.15909092,0.05597921,0.03902745,0.2791544,66,0.0
364,rural,Preah Vihear and Stung Treng,0.18551588,0.038418584,0.102517575,0.2685142,0.04761905,0.046022423,-0.05180635,0.14704445,60,6.666666269302368
365,rural,Preah Vihear and Stung Treng,0.17562725,0.04514636,0.07879793,0.27245656,0.08960574,0.051110186,-0.020014709,0.19922619,62,0.0
366,rural,Preah Vihear and Stung Treng,0.17310789,0.044585057,0.077482454,0.26873332,0.097423516,0.051891893,-0.01387353,0.20872055,69,0.0
367,rural,Preah Vihear and Stung Treng,0.18923612,0.032163233,0.11975168,0.25872055,0.081597224,0.040266667,-0.0053936206,0.16858807,68,5.882352590560913
368,rural,Preah Vihear and Stung Treng,0.2846154,0.037796795,0.20354933,0.36568147,0.17948718,0.058204107,0.05465179,0.30432257,65,0.0
369,rural,Preah Vihear and Stung Treng,0.2578125,0.039820645,0.17240572,0.3432193,0.16319445,0.05913358,0.036365524,0.29002336,64,0.0
370,rural,Preah Vihear and Stung Treng,0.18930042,0.038929015,0.10580598,0.27279484,0.083333336,0.046130657,-0.015607083,0.18227375,54,0.0
371,rural,Preah Vihear and Stung Treng,0.25262055,0.05611897,0.13225734,0.37298378,0.15723272,0.07079014,0.0054029627,0.30906248,53,0.0
372,rural,Preah Vihear and Stung Treng,0.31902358,0.051240638,0.20832491,0.42972225,0.25589228,0.06838113,0.10816382,0.40362072,66,0.0
373,rural,Preah Vihear and Stung Treng,0.2794872,0.063181475,0.14397642,0.41499797,0.21282053,0.076951966,0.04777497,0.3778661,65,0.0
374,urban,Preah Vihear and Stung Treng,0.08576998,0.034783278,0.011167275,0.16037269,0.03411306,0.033566456,-0.037879825,0.106105946,57,0.0
375,urban,Preah Vihear and Stung Treng,0.12345679,0.03362472,0.05019482,0.19671877,0.030864198,0.03047363,-0.03553214,0.097260535,64,15.625
376,urban,Preah Vihear and Stung Treng,0.09814815,0.028904438,0.036154296,0.160142,0.0055555557,0.0058847573,-0.0070659933,0.018177105,60,0.0
377,urban,Preah Vihear and Stung Treng,0.14351852,0.026418617,0.08685622,0.20018081,0.0,,,,72,0.0
378,rural,Prey Veng,0.125817,0.038352985,0.042960405,0.20867358,0.05882353,0.03861183,-0.024592256,0.14223932,71,4.225349426269531
379,rural,Prey Veng,0.11111111,0.022112932,0.063683584,0.15853864,0.0,,,,69,0.0
380,rural,Prey Veng,0.11217949,0.031511616,0.04410278,0.1802562,0.02991453,0.029837841,-0.034546208,0.09437527,53,1.8867909908294678
381,rural,Prey Veng,0.091145836,0.024138061,0.038998723,0.14329295,0.0,,,,69,7.24637508392334
382,rural,Prey Veng,0.14957266,0.03791587,0.0682512,0.2308941,0.08547009,0.04035182,-0.0010759566,0.17201613,78,0.0
383,rural,Prey Veng,0.113168724,0.028034968,0.050702926,0.17563453,0.0,,,,78,30.7692289352417
384,rural,Prey Veng,0.16563787,0.04322048,0.07051023,0.2607655,0.074074075,0.050573822,-0.03723816,0.1853863,61,11.47540807723999
385,rural,Prey Veng,0.19806764,0.04912539,0.08693829,0.30919698,0.060386475,0.060030285,-0.07541146,0.19618441,60,23.333334922790527
386,rural,Prey Veng,0.14553991,0.05523621,0.026209336,0.26487046,0.10015649,0.0591922,-0.027720474,0.22803347,79,10.126584768295288
387,rural,Prey Veng,0.18119659,0.038744725,0.09749369,0.26489946,0.05982906,0.043600146,-0.034363322,0.15402144,70,7.142859697341919
388,rural,Prey Veng,0.11021505,0.031056348,0.043121897,0.17730822,0.021505376,0.021770557,-0.025527054,0.06853781,66,6.060606241226196
389,rural,Prey Veng,0.11384335,0.024139822,0.06206859,0.16561812,0.016393444,0.016736947,-0.019503739,0.052290626,61,0.0
390,rural,Prey Veng,0.20077974,0.051665638,0.08916291,0.31239656,0.1208577,0.06756748,-0.025112964,0.26682836,63,9.52380895614624
391,rural,Prey Veng,0.1633987,0.036560938,0.08373926,0.24305813,0.029411765,0.029210184,-0.034231756,0.093055286,83,18.07228922843933
392,rural,Prey Veng,0.20996733,0.03412843,0.13623734,0.2836973,0.04901961,0.039818577,-0.0370032,0.13504241,74,8.10810923576355
393,urban,Prey Veng,0.12794612,0.055964675,0.007041802,0.24885045,0.07239057,0.06162736,-0.06074724,0.20552838,71,7.042253017425537
394,rural,Prey Veng,0.13299663,0.032252595,0.06331914,0.20267414,0.02946128,0.029436298,-0.034131974,0.09305453,70,5.714285373687744
395,rural,Prey Veng,0.119967796,0.03870414,0.03695568,0.20297992,0.04991949,0.038420387,-0.032484047,0.13232303,69,0.0
396,rural,Prey Veng,0.10628019,0.025864512,0.050806336,0.16175406,0.022544283,0.022882678,-0.026534181,0.07162275,69,0.0
397,rural,Prey Veng,0.15165165,0.032556243,0.08182546,0.22147785,0.036036037,0.025810907,-0.019322852,0.09139492,74,0.0
398,rural,Prey Veng,0.22670251,0.03993636,0.14042525,0.31297976,0.14516129,0.058038298,0.019777175,0.27054542,69,10.144925117492676
399,rural,Prey Veng,0.22316384,0.04632557,0.12222909,0.3240986,0.11299435,0.060100883,-0.017954225,0.24394293,68,13.235294818878174
400,urban,Prey Veng,0.14769648,0.03841723,0.06529971,0.23009324,0.083333336,0.04457996,-0.012281173,0.17894784,82,0.0
401,urban,Prey Veng,0.068822555,0.02542038,0.01390516,0.12373995,0.019900499,0.020287368,-0.023927696,0.06372869,71,5.633801221847534
402,urban,Prey Veng,0.11825397,0.028966155,0.05612775,0.1803802,0.014285714,0.014726641,-0.017299788,0.045871217,70,0.0
403,rural,Prey Veng,0.14126985,0.023996282,0.089802936,0.19273676,0.01904762,0.019321918,-0.022393774,0.060489014,70,0.0
404,rural,Prey Veng,0.21774194,0.044624247,0.122032456,0.31345144,0.08781362,0.050319426,-0.020110812,0.19573806,62,0.0
405,rural,Prey Veng,0.08367627,0.01953708,0.041773397,0.12557915,0.0,,,,81,0.0
406,rural,Prey Veng,0.14429012,0.0267435,0.08651431,0.20206594,0.009259259,0.009734013,-0.011769797,0.030288316,78,7.692307233810425
407,rural,Prey Veng,0.1577061,0.036421925,0.07834954,0.23706265,0.04390681,0.031809285,-0.025399672,0.11321329,69,10.144925117492676
408,rural,Prey Veng,0.06392694,0.018328363,0.024616515,0.10323737,0.0,,,,73,0.0
409,rural,Pursat,0.22863248,0.04520202,0.1316838,0.32558116,0.13568376,0.057152536,0.013103767,0.25826377,52,0.0
410,rural,Pursat,0.2579365,0.04108188,0.16982464,0.34604838,0.16170636,0.057036575,0.039375067,0.28403765,56,0.0
411,rural,Pursat,0.21468927,0.05259276,0.101889014,0.32748953,0.11958569,0.06349448,-0.016596427,0.25576782,59,0.0
412,rural,Pursat,0.25,0.040384423,0.16275476,0.33724526,0.11574074,0.05641417,-0.00613466,0.23761614,52,7.692307233810425
413,rural,Pursat,0.25681344,0.03814313,0.17441021,0.33921665,0.11740042,0.055911113,-0.0033881979,0.23818904,56,5.357140302658081
414,rural,Pursat,0.15009747,0.040282365,0.063700385,0.23649456,0.07017544,0.044904217,-0.026134526,0.16648541,57,0.0
415,rural,Pursat,0.14814815,0.0416293,0.058862187,0.23743412,0.038986355,0.03904802,-0.044763315,0.12273603,57,0.0
416,rural,Pursat,0.21023966,0.039273497,0.12600638,0.29447293,0.08932462,0.045751773,-0.00880317,0.1874524,51,0.0
417,rural,Pursat,0.29427084,0.039325096,0.20931414,0.37922755,0.15885417,0.06304214,0.022659913,0.29504845,67,4.477614164352417
418,rural,Pursat,0.2337963,0.028894778,0.17182316,0.29576945,0.07484568,0.040951774,-0.012987137,0.1626785,72,0.0
419,urban,Pursat,0.15853658,0.03641888,0.079858385,0.2372148,0.050135504,0.039242692,-0.034643177,0.13491419,45,8.888888359069824
420,rural,Pursat,0.16161616,0.03934736,0.0750132,0.24821913,0.047138046,0.045400165,-0.05278704,0.14706314,44,25.0
421,rural,Pursat,0.24305555,0.051029902,0.13281216,0.35329896,0.16435185,0.06509437,0.023724023,0.30497968,52,7.692307233810425
422,rural,Pursat,0.20987655,0.04257531,0.11711291,0.3026402,0.0787037,0.047981035,-0.02583799,0.1832454,45,19.999998807907104
423,rural,Pursat,0.17632851,0.0318374,0.10804407,0.24461293,0.054347828,0.0394874,-0.030344225,0.13903987,46,0.0
424,rural,Pursat,0.18475452,0.03615649,0.10664318,0.26286587,0.07751938,0.04508591,-0.019882806,0.17492157,47,8.510637283325195
425,rural,Pursat,0.23636363,0.033871893,0.16318786,0.3095394,0.110101014,0.053746514,-0.0060112695,0.22621329,57,3.50877046585083
426,rural,Pursat,0.20077974,0.02883708,0.13893035,0.26262912,0.054580897,0.038432676,-0.027848992,0.13701078,57,0.0
427,rural,Pursat,0.37500003,0.05026655,0.267189,0.48281103,0.3132716,0.06862865,0.16607782,0.46046543,72,0.0
428,urban,Pursat,0.20949075,0.054710392,0.092148624,0.32683286,0.098379634,0.06312025,-0.036999844,0.23375912,48,0.0
429,urban,Pursat,0.12179487,0.030231854,0.056482926,0.18710682,0.0,,,,55,5.454546213150024
430,urban,Pursat,0.17939815,0.020993356,0.13262203,0.22617427,0.013888889,0.010967161,-0.0105474675,0.038325246,56,14.28571343421936
431,urban,Pursat,0.19871795,0.03650561,0.11985238,0.2775835,0.094017096,0.047188483,-0.007927426,0.19596162,55,5.454546213150024
432,rural,Pursat,0.25675675,0.04991692,0.14891782,0.3645957,0.12162162,0.07109447,-0.031968627,0.27521187,39,5.128204822540283
433,rural,Pursat,0.21777779,0.04048403,0.13031735,0.30523822,0.07333334,0.048820846,-0.03213769,0.17880435,55,9.090906381607056
434,rural,Pursat,0.28448278,0.052390013,0.17211737,0.39684817,0.20881227,0.0680384,0.06288441,0.3547401,58,0.0
435,rural,Pursat,0.23045269,0.039448235,0.14584464,0.31506073,0.09876543,0.053430066,-0.015830662,0.21336153,54,0.0
436,rural,Mondul Kiri and Ratanak Kiri,0.4878788,0.030387733,0.4227036,0.55305403,0.4757576,0.038087837,0.39406732,0.5574479,55,0.0
437,rural,Mondul Kiri and Ratanak Kiri,0.32504147,0.05785573,0.20095327,0.44912967,0.24709785,0.07736761,0.081160836,0.4130349,67,0.0
438,urban,Mondul Kiri and Ratanak Kiri,0.22685185,0.044228457,0.13130209,0.3224016,0.090277776,0.053736992,-0.025813933,0.20636949,53,9.433960914611816
439,urban,Mondul Kiri and Ratanak Kiri,0.05,0.021495432,0.0038968849,0.09610312,0.0,,,,40,0.0
440,urban,Mondul Kiri and Ratanak Kiri,0.054613937,0.019838622,0.012064324,0.09716355,0.0,,,,59,0.0
441,urban,Mondul Kiri and Ratanak Kiri,0.054444447,0.02285422,0.005427019,0.10346187,0.0,,,,50,0.0
442,rural,Mondul Kiri and Ratanak Kiri,0.3007055,0.06643933,0.15594663,0.44546434,0.18342154,0.085755855,-0.0034244221,0.37026748,70,10.000002384185791
443,rural,Mondul Kiri and Ratanak Kiri,0.07337526,0.02640472,0.016742771,0.13000776,0.0062893084,0.006628333,-0.007927052,0.020505669,53,0.0
444,rural,Mondul Kiri and Ratanak Kiri,0.16478343,0.028560018,0.10352828,0.22603858,0.034839924,0.028599894,-0.026500745,0.096180595,59,0.0
445,rural,Mondul Kiri and Ratanak Kiri,0.36997637,0.06163699,0.23777817,0.50217456,0.29905438,0.08174355,0.12373191,0.4743769,47,0.0
446,rural,Mondul Kiri and Ratanak Kiri,0.24679488,0.04915752,0.13968985,0.35389993,0.10363249,0.06283289,-0.033268623,0.24053359,61,14.754098653793335
447,rural,Mondul Kiri and Ratanak Kiri,0.2809829,0.03459365,0.20624788,0.35571796,0.17735043,0.05913253,0.049602363,0.3050985,52,0.0
448,rural,Mondul Kiri and Ratanak Kiri,0.13550135,0.025568034,0.08026498,0.19073774,0.016260164,0.01670752,-0.019834239,0.052354567,41,0.0
449,rural,Mondul Kiri and Ratanak Kiri,0.38679245,0.031747498,0.31870085,0.45488408,0.336478,0.054997332,0.21852045,0.45443553,53,0.0
450,rural,Mondul Kiri and Ratanak Kiri,0.4281046,0.07054123,0.27570954,0.5804997,0.3671024,0.092430875,0.16741766,0.5667872,54,5.555558204650879
451,rural,Mondul Kiri and Ratanak Kiri,0.30967078,0.038922153,0.22558458,0.393757,0.19650206,0.066807315,0.05217364,0.34083048,54,0.0
452,rural,Mondul Kiri and Ratanak Kiri,0.4114878,0.03634148,0.33354306,0.48943248,0.34463277,0.0612459,0.21327339,0.47599217,59,0.0
453,rural,Mondul Kiri and Ratanak Kiri,0.30761316,0.042814832,0.21578449,0.39944187,0.24074075,0.06127767,0.10931322,0.37216827,54,0.0
454,rural,Mondul Kiri and Ratanak Kiri,0.28540304,0.04259077,0.1933913,0.37741482,0.21459696,0.06201408,0.08062368,0.34857023,56,8.92857313156128
455,rural,Mondul Kiri and Ratanak Kiri,0.25681344,0.04274377,0.16447113,0.34915572,0.085953884,0.057724874,-0.03875312,0.21066089,62,14.516127109527588
456,rural,Mondul Kiri and Ratanak Kiri,0.24408016,0.03973421,0.15885875,0.32930157,0.17759563,0.054668862,0.060342588,0.29484868,61,0.0
457,rural,Mondul Kiri and Ratanak Kiri,0.44135803,0.03715811,0.36166182,0.52105427,0.39583334,0.058770355,0.26978347,0.52188325,72,0.0
458,rural,Mondul Kiri and Ratanak Kiri,0.51111114,0.03602453,0.4338462,0.58837605,0.49629632,0.04677007,0.3959845,0.59660816,60,0.0
459,rural,Mondul Kiri and Ratanak Kiri,0.33931625,0.029709103,0.27559656,0.40303594,0.23418804,0.060930826,0.10350442,0.36487165,65,0.0
460,rural,Mondul Kiri and Ratanak Kiri,0.3986355,0.07522387,0.23729636,0.5599747,0.35477585,0.09343184,0.1543845,0.5551672,57,0.0
461,rural,Mondul Kiri and Ratanak Kiri,0.4615385,0.0375171,0.3810723,0.54200464,0.42820516,0.05115058,0.31849808,0.53791225,65,0.0
462,rural,Mondul Kiri and Ratanak Kiri,0.37191358,0.04117349,0.28360525,0.46022195,0.27700618,0.069168285,0.12865497,0.4253574,72,0.0
463,rural,Siem Reap,0.2789352,0.027562033,0.21888268,0.3389877,0.13541667,0.056532014,0.01224399,0.25858936,51,5.882352590560913
464,rural,Siem Reap,0.17030966,0.033437517,0.098593324,0.242026,0.02550091,0.025614714,-0.029437188,0.08043901,61,0.0
465,rural,Siem Reap,0.17911878,0.03934051,0.09474178,0.26349577,0.09099617,0.048207417,-0.012398457,0.1943908,58,0.0
466,rural,Siem Reap,0.24561404,0.04345265,0.15241738,0.3388107,0.12962963,0.059723306,0.0015358772,0.2577234,57,0.0
467,rural,Siem Reap,0.21349207,0.05028486,0.105641775,0.32134235,0.13015874,0.06042188,0.00056668615,0.25975078,70,0.0
468,rural,Siem Reap,0.27690974,0.04203999,0.18674292,0.36707655,0.1623264,0.06132862,0.030789588,0.2938632,64,0.0
469,rural,Siem Reap,0.22866346,0.036762547,0.14981563,0.30751127,0.105475046,0.049628098,-0.00096663786,0.21191673,69,0.0
470,rural,Siem Reap,0.2638889,0.026934616,0.20570019,0.3220776,0.14166667,0.050441924,0.032693516,0.25063983,64,6.25
471,urban,Siem Reap,0.084795326,0.020744573,0.0399794,0.12961125,0.0,,,,61,6.557375192642212
472,rural,Siem Reap,0.28483245,0.040490445,0.19798909,0.37167582,0.17107585,0.05743517,0.047889654,0.29426202,63,0.0
473,rural,Siem Reap,0.37278584,0.062038817,0.23972583,0.5058459,0.3083736,0.082095005,0.13229734,0.4844499,69,0.0
474,rural,Siem Reap,0.117592596,0.021753313,0.07059742,0.16458777,0.0,,,,68,11.764705181121826
475,rural,Siem Reap,0.26075268,0.050467487,0.1525107,0.36899468,0.17204301,0.06682947,0.028708044,0.31537798,62,0.0
476,urban,Siem Reap,0.21493626,0.048918314,0.10835241,0.3215201,0.13023679,0.06342463,-0.007953609,0.2684272,61,0.0
477,rural,Siem Reap,0.20833334,0.0313473,0.14003344,0.27663323,0.06574074,0.042500425,-0.026859732,0.15834121,69,13.04348111152649
478,rural,Siem Reap,0.12673612,0.042011388,0.03663065,0.21684158,0.05902778,0.04619112,-0.040042315,0.15809788,64,0.0
479,urban,Siem Reap,0.07996633,0.02478072,0.026816972,0.1331157,0.011784512,0.012340118,-0.014682408,0.038251434,66,0.0
480,urban,Siem Reap,0.102182545,0.026671773,0.044977278,0.15938781,0.020833334,0.021245878,-0.024734542,0.066401206,56,0.0
481,urban,Siem Reap,0.056451615,0.02717583,-0.0018347468,0.11473797,0.024193548,0.025010107,-0.029447796,0.07783489,62,0.0
482,urban,Siem Reap,0.15372908,0.037569325,0.07315088,0.23430727,0.047945205,0.033672694,-0.024275538,0.12016595,73,0.0
483,urban,Siem Reap,0.050213676,0.017590806,0.012485152,0.0879422,0.0,,,,52,0.0
484,urban,Siem Reap,0.50213677,0.033966623,0.42928562,0.57498795,0.48076925,0.049008574,0.37565634,0.5858822,78,0.0
485,urban,Siem Reap,0.083760686,0.02761142,0.02454008,0.14298129,0.0,,,,65,0.0
486,rural,Siem Reap,0.25235406,0.038586378,0.16959451,0.3351136,0.12617703,0.053877447,0.0106214,0.24173266,59,0.0
487,rural,Siem Reap,0.21904762,0.021773238,0.17234868,0.26574656,0.04761905,0.032283504,-0.021622177,0.11686028,70,0.0
488,rural,Siem Reap,0.22727273,0.028180666,0.1663921,0.28815335,0.07323232,0.04513377,-0.02427326,0.1707379,71,7.042253017425537
489,rural,Siem Reap,0.17314816,0.03262409,0.103176445,0.24311987,0.0074074073,0.007894066,-0.009523681,0.024338497,60,0.0
490,rural,Siem Reap,0.34649125,0.034886647,0.27166682,0.42131564,0.23172516,0.06702675,0.08796707,0.37548324,76,0.0
491,rural,Siem Reap,0.41880345,0.048910648,0.31390053,0.5237064,0.36111113,0.06831852,0.21458247,0.50763977,52,0.0
492,rural,Siem Reap,0.21267362,0.0387787,0.12950158,0.29584566,0.07725695,0.047817696,-0.025301812,0.17981571,64,0.0
493,urban,Preah Sihanouk and Koh Kong,0.05165692,0.02210082,0.0042553786,0.099058464,0.0,,,,57,0.0
494,urban,Preah Sihanouk and Koh Kong,0.09510358,0.03538976,0.018648656,0.1715585,0.0,,,,59,0.0
495,urban,Preah Sihanouk and Koh Kong,0.124242425,0.03782024,0.043126084,0.20535877,0.028282829,0.028226005,-0.032255933,0.08882159,55,0.0
496,urban,Preah Sihanouk and Koh Kong,0.09920635,0.022352988,0.050915655,0.14749704,0.0,,,,42,0.0
