clust_no,area,region,mpi_0,mpi_0_SE,mpi_0_loCI,mpi_0_upCI,mpi_3,mpi_3_SE,mpi_3_loCI,mpi_3_upCI,tot_samp_ppl,pct_samp_ppl_mis
69,rural,Kampong Chhnang,0.30691057,0.04089472,0.21920012,0.39462104,0.2283198,0.063527845,0.09206612,0.36457345,85,3.529411554336548
70,rural,Kampong Chhnang,0.59259266,0.028355928,0.5324808,0.65270454,0.59259266,0.028355928,0.5324808,0.65270454,99,0.0
71,rural,Kampong Chhnang,0.5145503,0.047125287,0.41464916,0.61445147,0.48148152,0.062566705,0.34884602,0.614117,84,0.0
72,rural,Kampong Chhnang,0.7160495,0.0308384,0.650319,0.78178,0.7160495,0.0308384,0.650319,0.78178,108,0.0
73,rural,Kampong Chhnang,0.7549468,0.05025534,0.6478301,0.8620635,0.7397261,0.060843386,0.6100415,0.86941075,73,0.0
74,rural,Kampong Chhnang,0.44112772,0.0384799,0.35955396,0.52270144,0.41873965,0.04981667,0.31313303,0.5243463,67,0.0
75,rural,Kampong Chhnang,0.5099503,0.07129257,0.35461715,0.66528344,0.46932012,0.08815131,0.2772549,0.6613853,67,0.0
76,rural,Kampong Chhnang,0.65412194,0.05636521,0.53463304,0.77361083,0.63978505,0.06548346,0.5009663,0.77860373,97,4.123711585998535
77,rural,Kampong Chhnang,0.47511578,0.038996406,0.39318734,0.5570442,0.41435188,0.05984076,0.2886311,0.5400727,96,0.0
78,rural,Kampong Chhnang,0.4400353,0.05003783,0.3333822,0.54668844,0.38977075,0.06825056,0.24429812,0.5352434,63,0.0
79,rural,Kampong Chhnang,0.5497836,0.063028425,0.41460106,0.68496615,0.51803756,0.07889117,0.34883285,0.6872423,77,0.0
80,rural,Kampong Chhnang,0.52614385,0.04245808,0.43613672,0.6161509,0.5052288,0.050416265,0.3983511,0.6121065,85,0.0
81,rural,Kampong Chhnang,0.59629637,0.055576857,0.4724634,0.7201293,0.59629637,0.055576857,0.4724634,0.7201293,60,0.0
82,rural,Kampong Chhnang,0.5958782,0.049942903,0.4879831,0.70377326,0.5815413,0.058839522,0.45442623,0.7086563,66,6.060606241226196
83,urban,Kampong Speu,0.19949496,0.038283493,0.111213066,0.28777686,0.0,,,,44,0.0
84,urban,Kampong Speu,0.42592594,0.048504215,0.31407502,0.5377768,0.3576389,0.08859285,0.15334342,0.5619344,48,0.0
85,rural,Kampong Speu,0.5752462,0.042810176,0.48197082,0.6685215,0.55414915,0.05771024,0.4284093,0.67988896,79,0.0
86,rural,Kampong Speu,0.5955556,0.044052638,0.49957317,0.69153804,0.5770371,0.051590003,0.46463212,0.68944204,75,0.0
87,rural,Kampong Speu,0.75281817,0.028988026,0.69019336,0.815443,0.75281817,0.028988026,0.69019336,0.815443,69,0.0
88,rural,Kampong Speu,0.64930564,0.039810594,0.56060207,0.73800915,0.64930564,0.039810594,0.56060207,0.73800915,64,0.0
89,rural,Kampong Speu,0.5486892,0.03789907,0.4668132,0.6305651,0.5486892,0.03789907,0.4668132,0.6305651,89,0.0
90,rural,Kampong Speu,0.5682138,0.039374087,0.4831513,0.6532764,0.54711676,0.054976102,0.42834812,0.66588545,79,0.0
91,rural,Kampong Speu,0.5517504,0.057964128,0.42652655,0.6769743,0.5380518,0.06705433,0.39318973,0.6829139,73,0.0
92,rural,Kampong Speu,0.4796062,0.061111182,0.34344202,0.6157704,0.4345992,0.084168695,0.24705966,0.62213874,79,0.0
93,rural,Kampong Speu,0.5820106,0.044343513,0.48621228,0.67780894,0.5820106,0.044343513,0.48621228,0.67780894,84,0.0
94,rural,Kampong Speu,0.66858244,0.029701209,0.6044169,0.73274803,0.66858244,0.029701209,0.6044169,0.73274803,58,0.0
95,rural,Kampong Speu,0.4639918,0.0558871,0.33946759,0.588516,0.40843624,0.08456782,0.22000739,0.5968651,54,0.0
96,rural,Kampong Speu,0.46645707,0.051810887,0.3492527,0.58366144,0.40670863,0.089311756,0.2046714,0.6087459,59,10.169494152069092
97,rural,Kampong Speu,0.78344685,0.049631972,0.6711715,0.89572215,0.78344685,0.049631972,0.6711715,0.89572215,49,0.0
98,rural,Kampong Speu,0.57638896,0.06445473,0.43058223,0.7221957,0.57638896,0.06445473,0.43058223,0.7221957,51,5.882352590560913
99,rural,Kampong Speu,0.62748545,0.04458936,0.53185076,0.7231201,0.62748545,0.04458936,0.53185076,0.7231201,95,0.0
100,rural,Kampong Speu,0.63832206,0.056390565,0.5164977,0.7601465,0.6269842,0.062285308,0.492425,0.76154345,98,0.0
101,rural,Kampong Speu,0.644587,0.043471348,0.549871,0.73930293,0.6196582,0.06525096,0.47748855,0.7618278,78,0.0
102,rural,Kampong Speu,0.58461547,0.049400948,0.47698003,0.69225085,0.56752145,0.05965837,0.437537,0.69750583,65,0.0
103,rural,Kampong Speu,0.46380475,0.06068887,0.3326944,0.5949151,0.43771046,0.07313288,0.2797165,0.59570444,66,0.0
104,rural,Kampong Speu,0.5297907,0.047565326,0.42615476,0.63342667,0.50724643,0.06497725,0.36567315,0.6488197,69,0.0
105,rural,Kampong Speu,0.5334468,0.055492643,0.4135622,0.65333134,0.5062359,0.07093995,0.35297945,0.6594923,98,0.0
106,rural,Kampong Speu,0.55147064,0.0480966,0.44561073,0.6573305,0.53513074,0.059351325,0.40449938,0.6657621,68,0.0
107,rural,Kampong Speu,0.42222226,0.05189173,0.31011698,0.5343275,0.34814817,0.08356266,0.16762203,0.5286743,60,0.0
108,rural,Kampong Speu,0.54,0.052049212,0.42659456,0.65340555,0.5177778,0.06528805,0.37552738,0.6600283,50,0.0
109,rural,Kampong Speu,0.617284,0.052821916,0.50102377,0.7335443,0.617284,0.052821916,0.50102377,0.7335443,63,0.0
110,urban,Kampong Thom,0.42245373,0.085328564,0.22068375,0.6242237,0.37268522,0.10391208,0.1269722,0.61839825,50,4.000002145767212
111,urban,Kampong Thom,0.48583883,0.07574988,0.30671883,0.66495883,0.4281046,0.10561736,0.17835926,0.67784995,51,0.0
112,urban,Kampong Thom,0.40370372,0.05973213,0.26858026,0.5388272,0.31481484,0.09288022,0.104705185,0.5249245,60,0.0
113,urban,Kampong Thom,0.59000003,0.033558037,0.5140865,0.6659136,0.59000003,0.033558037,0.5140865,0.6659136,50,0.0
114,rural,Kampong Thom,0.31617647,0.045430668,0.21495065,0.41740233,0.26062092,0.06647262,0.1125107,0.40873113,68,0.0
115,rural,Kampong Thom,0.5612745,0.05757833,0.43582216,0.686727,0.5612745,0.05757833,0.43582216,0.686727,68,0.0
116,rural,Kampong Thom,0.61261266,0.06380757,0.4747648,0.75046057,0.57657665,0.0838131,0.39550945,0.7576438,74,0.0
117,rural,Kampong Thom,0.52592593,0.04105178,0.4355716,0.6162803,0.52592593,0.04105178,0.4355716,0.6162803,60,0.0
118,rural,Kampong Thom,0.43035996,0.04594593,0.33181575,0.5289042,0.35133022,0.07274293,0.19531216,0.5073483,71,0.0
119,rural,Kampong Thom,0.61689824,0.0631411,0.47406313,0.7597333,0.582176,0.08323374,0.3938882,0.7704638,54,11.11111044883728
120,rural,Kampong Thom,0.53495634,0.0485079,0.43016142,0.6397513,0.51997507,0.057003837,0.39682576,0.6431244,89,0.0
121,rural,Kampong Thom,0.46267363,0.036181007,0.38303977,0.5423075,0.41753474,0.06670538,0.27071717,0.5643523,64,0.0
122,rural,Kampong Thom,0.34188035,0.050139327,0.23152444,0.45223626,0.2763533,0.072817504,0.11608304,0.43662354,78,0.0
123,rural,Kampong Thom,0.75315666,0.04410414,0.6578755,0.84843785,0.75315666,0.04410414,0.6578755,0.84843785,88,0.0
124,rural,Kampong Thom,0.6847546,0.039000653,0.6004988,0.76901037,0.6847546,0.039000653,0.6004988,0.76901037,86,0.0
125,rural,Kampong Thom,0.59107476,0.050106246,0.4819026,0.7002469,0.56375235,0.07131256,0.40837562,0.7191291,72,15.27777910232544
126,rural,Kampong Thom,0.42237446,0.047395285,0.3213538,0.5233951,0.3515982,0.072655484,0.19673671,0.5064597,73,0.0
127,rural,Kampong Thom,0.66666675,0.04716208,0.5639094,0.7694241,0.66666675,0.04716208,0.5639094,0.7694241,68,0.0
128,rural,Kampong Thom,0.4868056,0.06153406,0.35482818,0.61878306,0.4229167,0.08588886,0.23870341,0.60713,80,0.0
129,rural,Kampong Thom,0.5679013,0.06199145,0.43494284,0.7008597,0.5288066,0.080848485,0.35540387,0.7022094,81,0.0
130,rural,Kampong Thom,0.5992593,0.04383219,0.50456566,0.69395304,0.5918519,0.046236962,0.49196303,0.6917408,75,0.0
131,rural,Kampong Thom,0.4183007,0.05247324,0.30138302,0.53521836,0.3415033,0.08117178,0.16064128,0.5223653,72,5.555558204650879
132,rural,Kampong Thom,0.681624,0.040467132,0.5925565,0.7706916,0.681624,0.040467132,0.5925565,0.7706916,78,0.0
133,rural,Kampong Thom,0.65490204,0.040822018,0.5650534,0.7447507,0.65490204,0.040822018,0.5650534,0.7447507,96,11.45833134651184
134,rural,Kampong Thom,0.39245015,0.037662346,0.31260955,0.47229075,0.32763535,0.062277738,0.19561243,0.45965824,82,4.878050088882446
135,rural,Kampong Thom,0.55894315,0.04695589,0.4575011,0.6603852,0.55894315,0.04695589,0.4575011,0.6603852,82,0.0
136,rural,Kampong Thom,0.46511632,0.09428713,0.24768981,0.68254286,0.40956077,0.117136136,0.13944435,0.6796772,56,23.21428656578064
137,urban,Kandal,0.20567377,0.03731163,0.11744579,0.29390174,0.04964539,0.048385296,-0.06476765,0.16405843,47,0.0
138,urban,Kandal,0.5602838,0.084933,0.3524602,0.7681073,0.5295509,0.104867786,0.27294865,0.78615314,51,7.843136787414551
139,rural,Kandal,0.44938275,0.07452104,0.28080443,0.61796105,0.35925928,0.11488074,0.099381,0.6191376,53,15.094339847564697
140,rural,Kandal,0.47222227,0.09560942,0.25174654,0.692698,0.39947093,0.12799546,0.10431288,0.694629,45,6.666666269302368
141,rural,Kandal,0.5727125,0.044699028,0.47532165,0.6701033,0.5727125,0.044699028,0.47532165,0.6701033,68,0.0
142,rural,Kandal,0.27094018,0.046725668,0.16809767,0.37378266,0.16923077,0.069098175,0.01714671,0.32131484,65,0.0
143,rural,Kandal,0.4837607,0.046079908,0.3810883,0.5864332,0.4632479,0.060371,0.32873294,0.5977629,65,0.0
144,rural,Kandal,0.43768772,0.060034096,0.30688465,0.5684908,0.38663667,0.08334023,0.20505391,0.5682194,76,2.6315808296203613
145,rural,Kandal,0.34276733,0.06795316,0.19320342,0.4923312,0.18763104,0.098146506,-0.028387958,0.40365005,64,17.1875
146,rural,Kandal,0.57638896,0.06602087,0.43254185,0.72023606,0.54166675,0.086827144,0.35248664,0.7308468,72,0.0
147,rural,Kandal,0.5620915,0.03558508,0.48576915,0.63841397,0.546841,0.04794739,0.4440041,0.64967793,102,0.0
148,rural,Kandal,0.39592126,0.034461744,0.32147118,0.47037134,0.31504923,0.065682866,0.17315005,0.45694843,79,0.0
149,rural,Kandal,0.51065457,0.06651955,0.3669478,0.6543613,0.4444445,0.09797524,0.23278186,0.6561071,73,0.0
150,rural,Kandal,0.5126985,0.067292914,0.36732095,0.658076,0.46349213,0.08708322,0.27536026,0.65162396,70,0.0
151,rural,Kandal,0.45833337,0.06586055,0.31605032,0.60061646,0.40740743,0.088316426,0.21661142,0.5982035,76,5.263155698776245
152,rural,Kandal,0.41231593,0.032303326,0.34252885,0.48210305,0.37282464,0.053123303,0.25805873,0.48759055,83,0.0
153,rural,Kandal,0.2912458,0.03591436,0.21219882,0.37029278,0.19612795,0.065391555,0.052202106,0.3400538,66,0.0
154,rural,Kandal,0.4737157,0.05096642,0.36440358,0.5830278,0.3829152,0.08279076,0.20534669,0.56048375,93,0.0
155,rural,Kandal,0.51207733,0.062384408,0.3747702,0.6493845,0.43800327,0.0888155,0.24252167,0.63348484,69,0.0
156,rural,Kandal,0.38142622,0.043583523,0.28646588,0.47638655,0.27943617,0.077578984,0.11040608,0.44846624,72,6.944441795349121
157,rural,Kandal,0.48350698,0.07797308,0.3097721,0.6572418,0.44531253,0.0942372,0.23533896,0.6552861,64,0.0
158,rural,Kandal,0.623549,0.06029359,0.48451173,0.7625863,0.6036485,0.075943336,0.42852286,0.77877414,75,10.66666841506958
159,rural,Kandal,0.5351618,0.05102654,0.42492566,0.64539796,0.5070324,0.06970852,0.3564363,0.6576285,79,0.0
160,rural,Kandal,0.43260476,0.045902494,0.33157405,0.5336355,0.36976323,0.072737984,0.20966801,0.52985847,67,8.955222368240356
161,rural,Kandal,0.5947713,0.05198466,0.4832753,0.7062673,0.5784314,0.061016615,0.4475638,0.7092991,85,0.0
162,rural,Kandal,0.502813,0.03840817,0.42043564,0.5851903,0.4732771,0.054585546,0.35620275,0.59035146,79,0.0
163,rural,Kandal,0.60526323,0.059699144,0.47518998,0.7353365,0.5690059,0.082908764,0.38836324,0.7496486,95,0.0
164,urban,Koh Kong,0.21296297,0.055910837,0.08403235,0.34189358,0.121527776,0.07087929,-0.04192016,0.2849757,48,0.0
165,urban,Koh Kong,0.25975975,0.07178123,0.09002413,0.4294954,0.15315315,0.08727856,-0.053227834,0.35953414,37,0.0
166,urban,Koh Kong,0.3181818,0.043240003,0.22183709,0.41452655,0.25252527,0.06743636,0.10226769,0.40278283,55,0.0
167,urban,Koh Kong,0.26969698,0.0315494,0.20025721,0.33913675,0.16868687,0.055948626,0.045544777,0.29182896,55,0.0
168,urban,Koh Kong,0.26595744,0.029561223,0.20385163,0.32806328,0.16725768,0.048084702,0.066235475,0.2682799,94,0.0
169,urban,Koh Kong,0.29382718,0.04904184,0.18288682,0.4047675,0.19506173,0.0750719,0.025237298,0.36488616,45,0.0
170,urban,Koh Kong,0.5370371,0.06623416,0.38041818,0.69365597,0.4870371,0.09799587,0.2553137,0.7187605,30,0.0
171,rural,Koh Kong,0.59286904,0.050462026,0.48292175,0.70281637,0.5630183,0.0680106,0.41483593,0.71120065,67,0.0
172,rural,Koh Kong,0.657265,0.028835205,0.59691226,0.7176178,0.657265,0.028835205,0.59691226,0.7176178,130,0.0
173,rural,Koh Kong,0.49876547,0.041942935,0.40985042,0.5876805,0.48765436,0.045815784,0.39052925,0.5847795,90,0.0
174,rural,Koh Kong,0.43981484,0.049312554,0.3299396,0.54969007,0.40046299,0.06796277,0.24903248,0.5518935,48,0.0
175,rural,Koh Kong,0.5790298,0.035699204,0.50190634,0.6561532,0.5790298,0.035699204,0.50190634,0.6561532,71,0.0
176,rural,Koh Kong,0.5106118,0.040769894,0.42418346,0.59704006,0.5106118,0.040769894,0.42418346,0.59704006,89,0.0
177,rural,Koh Kong,0.4012346,0.06343325,0.23817421,0.56429493,0.2777778,0.12654573,-0.047518354,0.60307395,27,0.0
178,rural,Koh Kong,0.37570623,0.04549314,0.27813315,0.4732793,0.31073448,0.066660695,0.1677615,0.45370746,62,4.8387110233306885
179,rural,Koh Kong,0.4900285,0.036996976,0.40254456,0.57751244,0.46866098,0.05110398,0.34781927,0.5895027,44,11.363637447357178
180,rural,Koh Kong,0.43930045,0.049515825,0.33527157,0.54332936,0.38168728,0.067381874,0.24012321,0.52325135,108,0.0
181,rural,Koh Kong,0.41428572,0.03146201,0.34418398,0.48438746,0.3595238,0.058820054,0.22846457,0.49058306,70,0.0
182,rural,Koh Kong,0.59694993,0.058347188,0.46495944,0.7289405,0.59694993,0.058347188,0.46495944,0.7289405,51,0.0
183,rural,Koh Kong,0.69667953,0.029981086,0.6323765,0.7609826,0.69667953,0.029981086,0.6323765,0.7609826,87,0.0
184,rural,Koh Kong,0.7456141,0.031742398,0.6791765,0.8120517,0.7456141,0.031742398,0.6791765,0.8120517,114,0.0
185,rural,Koh Kong,0.6276596,0.039255984,0.53483397,0.72048527,0.6276596,0.039255984,0.53483397,0.72048527,47,0.0
186,rural,Koh Kong,0.5650585,0.038300548,0.483865,0.64625204,0.5394737,0.051959198,0.42932516,0.6496223,76,0.0
187,rural,Koh Kong,0.53260875,0.052656557,0.42098182,0.6442357,0.5144928,0.062000446,0.3830577,0.6459279,92,0.0
188,rural,Koh Kong,0.42307696,0.0612846,0.27816188,0.567992,0.36182338,0.09399449,0.13956171,0.58408505,39,0.0
189,rural,Koh Kong,0.36728397,0.06644206,0.22374463,0.5108233,0.2438272,0.093965515,0.04082704,0.44682732,72,0.0
190,rural,Koh Kong,0.60229284,0.048783015,0.49600375,0.70858186,0.60229284,0.048783015,0.49600375,0.70858186,63,0.0
191,rural,Koh Kong,0.7157811,0.022238076,0.6677387,0.76382357,0.7157811,0.022238076,0.6677387,0.76382357,69,0.0
192,urban,Phnom Penh,0.16858238,0.050523102,0.052075893,0.28508887,0.10057472,0.064073205,-0.04717836,0.24832779,58,0.0
193,urban,Phnom Penh,0.06333333,0.02885481,-0.003205976,0.12987265,0.0,,,,50,0.0
194,urban,Phnom Penh,0.056763288,0.015419839,0.021205073,0.0923215,0.0,,,,46,0.0
195,urban,Phnom Penh,0.11527778,0.06781256,-0.041098267,0.27165383,0.07777778,0.072799906,-0.09009911,0.24565467,40,0.0
196,urban,Phnom Penh,0.072222225,0.022651462,0.020981057,0.12346339,0.0,,,,60,0.0
197,urban,Phnom Penh,0.13984674,0.030468654,0.07092186,0.20877163,0.0,,,,58,0.0
198,urban,Phnom Penh,0.08714597,0.05695394,-0.041692793,0.21598473,0.06100218,0.05884138,-0.07210627,0.19411063,51,0.0
199,urban,Phnom Penh,0.121863805,0.030928489,0.052950837,0.19077677,0.0,,,,62,0.0
200,urban,Phnom Penh,0.03903904,0.030866526,-0.04030589,0.118383974,0.0,,,,37,0.0
201,urban,Phnom Penh,0.11904762,0.028656647,0.05128542,0.18680982,0.034013607,0.034948885,-0.04862738,0.11665459,51,3.9215683937072754
202,urban,Phnom Penh,0.09953704,0.033906564,0.016570661,0.18250342,0.0,,,,24,0.0
203,urban,Phnom Penh,0.12912913,0.03978457,0.037385747,0.22087252,0.036036037,0.036347277,-0.047780935,0.11985301,37,0.0
204,urban,Phnom Penh,0.12820514,0.04806001,0.017378548,0.23903172,0.044871796,0.04498781,-0.058870275,0.14861387,52,0.0
205,urban,Phnom Penh,0.08194445,0.0563025,-0.06278573,0.22667463,0.0,,,,40,0.0
206,urban,Phnom Penh,0.12962963,0.07345107,-0.039748844,0.2990081,0.09551657,0.08137214,-0.092127934,0.28316107,57,0.0
